forecast_date,location,target,type,quantile,target_end_date,value
2020-09-21,01,1 wk ahead cum death,point,NA,2020-09-26,2524.3948
2020-09-21,02,1 wk ahead cum death,point,NA,2020-09-26,49.5014
2020-09-21,04,1 wk ahead cum death,point,NA,2020-09-26,5625.8964
2020-09-21,05,1 wk ahead cum death,point,NA,2020-09-26,1296.8942
2020-09-21,06,1 wk ahead cum death,point,NA,2020-09-26,15525.3456
2020-09-21,08,1 wk ahead cum death,point,NA,2020-09-26,2035.0194
2020-09-21,09,1 wk ahead cum death,point,NA,2020-09-26,4501.0634
2020-09-21,10,1 wk ahead cum death,point,NA,2020-09-26,627.477
2020-09-21,11,1 wk ahead cum death,point,NA,2020-09-26,625.5284
2020-09-21,12,1 wk ahead cum death,point,NA,2020-09-26,13823.1256
2020-09-21,13,1 wk ahead cum death,point,NA,2020-09-26,6875.4514
2020-09-21,15,1 wk ahead cum death,point,NA,2020-09-26,140.2366
2020-09-21,16,1 wk ahead cum death,point,NA,2020-09-26,481.4024
2020-09-21,17,1 wk ahead cum death,point,NA,2020-09-26,8811.3822
2020-09-21,18,1 wk ahead cum death,point,NA,2020-09-26,3570.5238
2020-09-21,19,1 wk ahead cum death,point,NA,2020-09-26,1305.2622
2020-09-21,20,1 wk ahead cum death,point,NA,2020-09-26,638.5938
2020-09-21,21,1 wk ahead cum death,point,NA,2020-09-26,1169.7406
2020-09-21,22,1 wk ahead cum death,point,NA,2020-09-26,5474.9034
2020-09-21,23,1 wk ahead cum death,point,NA,2020-09-26,142.4938
2020-09-21,24,1 wk ahead cum death,point,NA,2020-09-26,3920.8284
2020-09-21,25,1 wk ahead cum death,point,NA,2020-09-26,9391.8976
2020-09-21,26,1 wk ahead cum death,point,NA,2020-09-26,7034.4502
2020-09-21,27,1 wk ahead cum death,point,NA,2020-09-26,2058.459
2020-09-21,28,1 wk ahead cum death,point,NA,2020-09-26,2916.3364
2020-09-21,29,1 wk ahead cum death,point,NA,2020-09-26,1907.8074
2020-09-21,30,1 wk ahead cum death,point,NA,2020-09-26,177.9588
2020-09-21,31,1 wk ahead cum death,point,NA,2020-09-26,459.0208
2020-09-21,32,1 wk ahead cum death,point,NA,2020-09-26,1602.8404
2020-09-21,33,1 wk ahead cum death,point,NA,2020-09-26,441.6284
2020-09-21,34,1 wk ahead cum death,point,NA,2020-09-26,16105.29
2020-09-21,35,1 wk ahead cum death,point,NA,2020-09-26,873.9624
2020-09-21,36,1 wk ahead cum death,point,NA,2020-09-26,33132.651
2020-09-21,37,1 wk ahead cum death,point,NA,2020-09-26,3401.242
2020-09-21,38,1 wk ahead cum death,point,NA,2020-09-26,208.7696
2020-09-21,39,1 wk ahead cum death,point,NA,2020-09-26,4747.9578
2020-09-21,40,1 wk ahead cum death,point,NA,2020-09-26,999.451599999999
2020-09-21,41,1 wk ahead cum death,point,NA,2020-09-26,552.7552
2020-09-21,42,1 wk ahead cum death,point,NA,2020-09-26,8071.4569999999985
2020-09-21,44,1 wk ahead cum death,point,NA,2020-09-26,1103.5122
2020-09-21,45,1 wk ahead cum death,point,NA,2020-09-26,3347.8920000000007
2020-09-21,46,1 wk ahead cum death,point,NA,2020-09-26,214.9266
2020-09-21,47,1 wk ahead cum death,point,NA,2020-09-26,2373.5338
2020-09-21,48,1 wk ahead cum death,point,NA,2020-09-26,15700.5154
2020-09-21,49,1 wk ahead cum death,point,NA,2020-09-26,455.301
2020-09-21,50,1 wk ahead cum death,point,NA,2020-09-26,58.581
