forecast_date,location,target,type,quantile,target_end_date,value
2021-01-18,01,1 wk ahead cum death,point,NA,2021-01-23,6883.9296
2021-01-18,02,1 wk ahead cum death,point,NA,2021-01-23,240.7136
2021-01-18,04,1 wk ahead cum death,point,NA,2021-01-23,12790.657
2021-01-18,05,1 wk ahead cum death,point,NA,2021-01-23,4639.0568
2021-01-18,06,1 wk ahead cum death,point,NA,2021-01-23,37840.381
2021-01-18,08,1 wk ahead cum death,point,NA,2021-01-23,5627.5008
2021-01-18,09,1 wk ahead cum death,point,NA,2021-01-23,6891.4682
2021-01-18,10,1 wk ahead cum death,point,NA,2021-01-23,1054.5478
2021-01-18,11,1 wk ahead cum death,point,NA,2021-01-23,878.275
2021-01-18,12,1 wk ahead cum death,point,NA,2021-01-23,25569.615
2021-01-18,13,1 wk ahead cum death,point,NA,2021-01-23,12883.7868
2021-01-18,15,1 wk ahead cum death,point,NA,2021-01-23,334.7924
2021-01-18,16,1 wk ahead cum death,point,NA,2021-01-23,1729.1886
2021-01-18,17,1 wk ahead cum death,point,NA,2021-01-23,21021.609
2021-01-18,18,1 wk ahead cum death,point,NA,2021-01-23,9791.8498
2021-01-18,19,1 wk ahead cum death,point,NA,2021-01-23,4530.371
2021-01-18,20,1 wk ahead cum death,point,NA,2021-01-23,3917.5658
2021-01-18,21,1 wk ahead cum death,point,NA,2021-01-23,3321.0368
2021-01-18,22,1 wk ahead cum death,point,NA,2021-01-23,8595.8432
2021-01-18,23,1 wk ahead cum death,point,NA,2021-01-23,567.4258
2021-01-18,24,1 wk ahead cum death,point,NA,2021-01-23,6928.3068
2021-01-18,25,1 wk ahead cum death,point,NA,2021-01-23,14168.7242
2021-01-18,26,1 wk ahead cum death,point,NA,2021-01-23,15375.6168
2021-01-18,27,1 wk ahead cum death,point,NA,2021-01-23,6233.1398
2021-01-18,28,1 wk ahead cum death,point,NA,2021-01-23,5970.1998
2021-01-18,29,1 wk ahead cum death,point,NA,2021-01-23,6952.5028
2021-01-18,30,1 wk ahead cum death,point,NA,2021-01-23,1145.7734
2021-01-18,31,1 wk ahead cum death,point,NA,2021-01-23,1967.9364
2021-01-18,32,1 wk ahead cum death,point,NA,2021-01-23,4211.0856
2021-01-18,33,1 wk ahead cum death,point,NA,2021-01-23,1001.4566
2021-01-18,34,1 wk ahead cum death,point,NA,2021-01-23,20995.3324
2021-01-18,35,1 wk ahead cum death,point,NA,2021-01-23,3118.312
2021-01-18,36,1 wk ahead cum death,point,NA,2021-01-23,42036.8212
2021-01-18,37,1 wk ahead cum death,point,NA,2021-01-23,8706.6736
2021-01-18,38,1 wk ahead cum death,point,NA,2021-01-23,1447.2514
2021-01-18,39,1 wk ahead cum death,point,NA,2021-01-23,11059.2104
