forecast_date,location,target,type,quantile,target_end_date,value
2021-06-21,01,1 wk ahead cum death,point,NA,2021-06-26,11343.383
2021-06-21,02,1 wk ahead cum death,point,NA,2021-06-26,374.8284
2021-06-21,04,1 wk ahead cum death,point,NA,2021-06-26,17912.3058
2021-06-21,05,1 wk ahead cum death,point,NA,2021-06-26,5887.4798
2021-06-21,06,1 wk ahead cum death,point,NA,2021-06-26,63462.5652
2021-06-21,08,1 wk ahead cum death,point,NA,2021-06-26,6749.726
2021-06-21,09,1 wk ahead cum death,point,NA,2021-06-26,8276.8894
2021-06-21,10,1 wk ahead cum death,point,NA,2021-06-26,1685.6244
2021-06-21,11,1 wk ahead cum death,point,NA,2021-06-26,1143.0
2021-06-21,12,1 wk ahead cum death,point,NA,2021-06-26,37660.898
2021-06-21,13,1 wk ahead cum death,point,NA,2021-06-26,21454.4642
2021-06-21,15,1 wk ahead cum death,point,NA,2021-06-26,515.5606
2021-06-21,16,1 wk ahead cum death,point,NA,2021-06-26,2126.6156
2021-06-21,17,1 wk ahead cum death,point,NA,2021-06-26,25620.0742
2021-06-21,18,1 wk ahead cum death,point,NA,2021-06-26,13815.563
2021-06-21,19,1 wk ahead cum death,point,NA,2021-06-26,6124.4716
2021-06-21,20,1 wk ahead cum death,point,NA,2021-06-26,5135.2252
2021-06-21,21,1 wk ahead cum death,point,NA,2021-06-26,7215.105
2021-06-21,22,1 wk ahead cum death,point,NA,2021-06-26,10730.291
2021-06-21,23,1 wk ahead cum death,point,NA,2021-06-26,856.5986
2021-06-21,24,1 wk ahead cum death,point,NA,2021-06-26,9736.1748
2021-06-21,25,1 wk ahead cum death,point,NA,2021-06-26,17988.4332
2021-06-21,26,1 wk ahead cum death,point,NA,2021-06-26,20966.1372
2021-06-21,27,1 wk ahead cum death,point,NA,2021-06-26,7665.1356
2021-06-21,28,1 wk ahead cum death,point,NA,2021-06-26,7389.5154
2021-06-21,29,1 wk ahead cum death,point,NA,2021-06-26,9682.1834
2021-06-21,30,1 wk ahead cum death,point,NA,2021-06-26,1657.14
2021-06-21,31,1 wk ahead cum death,point,NA,2021-06-26,2262.1584
2021-06-21,32,1 wk ahead cum death,point,NA,2021-06-26,5661.685
2021-06-21,33,1 wk ahead cum death,point,NA,2021-06-26,1371.3946
2021-06-21,34,1 wk ahead cum death,point,NA,2021-06-26,26412.605
2021-06-21,35,1 wk ahead cum death,point,NA,2021-06-26,4326.4794
2021-06-21,36,1 wk ahead cum death,point,NA,2021-06-26,53643.6058
2021-06-21,37,1 wk ahead cum death,point,NA,2021-06-26,13400.0216
2021-06-21,38,1 wk ahead cum death,point,NA,2021-06-26,1555.671
2021-06-21,39,1 wk ahead cum death,point,NA,2021-06-26,20175.3898
2021-06-21,40,1 wk ahead cum death,point,NA,2021-06-26,7370.6518
2021-06-21,41,1 wk ahead cum death,point,NA,2021-06-26,2771.0084
2021-06-21,42,1 wk ahead cum death,point,NA,2021-06-26,27617.618
2021-06-21,44,1 wk ahead cum death,point,NA,2021-06-26,2726.4882
2021-06-21,45,1 wk ahead cum death,point,NA,2021-06-26,9808.0348
2021-06-21,46,1 wk ahead cum death,point,NA,2021-06-26,2029.4036
2021-06-21,47,1 wk ahead cum death,point,NA,2021-06-26,12534.0466
2021-06-21,48,1 wk ahead cum death,point,NA,2021-06-26,52286.60400000001
2021-06-21,49,1 wk ahead cum death,point,NA,2021-06-26,2337.0212
2021-06-21,50,1 wk ahead cum death,point,NA,2021-06-26,256.2002
2021-06-21,51,1 wk ahead cum death,point,NA,2021-06-26,11384.3438
2021-06-21,53,1 wk ahead cum death,point,NA,2021-06-26,5860.496
2021-06-21,54,1 wk ahead cum death,point,NA,2021-06-26,2871.8294
2021-06-21,55,1 wk ahead cum death,point,NA,2021-06-26,8071.735
2021-06-21,56,1 wk ahead cum death,point,NA,2021-06-26,760.1362
2021-06-21,US,1 wk ahead cum death,point,NA,2021-06-26,603390.9778
2021-06-21,01,1 wk ahead cum death,quantile,0.01,2021-06-26,11312.0
2021-06-21,02,1 wk ahead cum death,quantile,0.01,2021-06-26,373.0
2021-06-21,04,1 wk ahead cum death,quantile,0.01,2021-06-26,17861.0
2021-06-21,05,1 wk ahead cum death,quantile,0.01,2021-06-26,5876.0
2021-06-21,06,1 wk ahead cum death,quantile,0.01,2021-06-26,63384.0
2021-06-21,08,1 wk ahead cum death,quantile,0.01,2021-06-26,6736.0
2021-06-21,09,1 wk ahead cum death,quantile,0.01,2021-06-26,8270.0
2021-06-21,10,1 wk ahead cum death,quantile,0.01,2021-06-26,1683.0
2021-06-21,11,1 wk ahead cum death,quantile,0.01,2021-06-26,1141.0
2021-06-21,12,1 wk ahead cum death,quantile,0.01,2021-06-26,37588.0
2021-06-21,13,1 wk ahead cum death,quantile,0.01,2021-06-26,21367.0
2021-06-21,15,1 wk ahead cum death,quantile,0.01,2021-06-26,513.0
2021-06-21,16,1 wk ahead cum death,quantile,0.01,2021-06-26,2122.0
2021-06-21,17,1 wk ahead cum death,quantile,0.01,2021-06-26,25587.0
2021-06-21,18,1 wk ahead cum death,quantile,0.01,2021-06-26,13801.0
2021-06-21,19,1 wk ahead cum death,quantile,0.01,2021-06-26,6115.0
2021-06-21,20,1 wk ahead cum death,quantile,0.01,2021-06-26,5129.0
2021-06-21,21,1 wk ahead cum death,quantile,0.01,2021-06-26,7190.0
2021-06-21,22,1 wk ahead cum death,quantile,0.01,2021-06-26,10698.0
2021-06-21,23,1 wk ahead cum death,quantile,0.01,2021-06-26,854.0
2021-06-21,24,1 wk ahead cum death,quantile,0.01,2021-06-26,9717.0
2021-06-21,25,1 wk ahead cum death,quantile,0.01,2021-06-26,17974.0
2021-06-21,26,1 wk ahead cum death,quantile,0.01,2021-06-26,20887.0
2021-06-21,27,1 wk ahead cum death,quantile,0.01,2021-06-26,7646.0
2021-06-21,28,1 wk ahead cum death,quantile,0.01,2021-06-26,7375.0
2021-06-21,29,1 wk ahead cum death,quantile,0.01,2021-06-26,9654.0
