location,type,quantile,value,target_end_date,forecast_date,target
01,point,,3922,2021-12-11,2021-12-06,1 wk ahead inc case
01,quantile,0.025,820,2021-12-11,2021-12-06,1 wk ahead inc case
01,quantile,0.1,1632,2021-12-11,2021-12-06,1 wk ahead inc case
01,quantile,0.25,2594,2021-12-11,2021-12-06,1 wk ahead inc case
01,quantile,0.5,3922,2021-12-11,2021-12-06,1 wk ahead inc case
01,quantile,0.75,5524,2021-12-11,2021-12-06,1 wk ahead inc case
01,quantile,0.9,7199,2021-12-11,2021-12-06,1 wk ahead inc case
01,quantile,0.975,9334,2021-12-11,2021-12-06,1 wk ahead inc case
01,point,,61,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.01,10,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.025,16,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.05,21,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.1,28,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.15,33,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.2,38,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.25,42,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.3,46,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.35,50,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.4,54,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.45,57,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.5,61,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.55,65,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.6,69,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.65,74,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.7,78,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.75,84,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.8,90,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.85,97,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.9,107,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.95,122,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.975,137,2021-12-11,2021-12-06,1 wk ahead inc death
01,quantile,0.99,154,2021-12-11,2021-12-06,1 wk ahead inc death
01,point,,4740,2021-12-18,2021-12-06,2 wk ahead inc case
01,quantile,0.025,413,2021-12-18,2021-12-06,2 wk ahead inc case
01,quantile,0.1,1377,2021-12-18,2021-12-06,2 wk ahead inc case
01,quantile,0.25,2719,2021-12-18,2021-12-06,2 wk ahead inc case
01,quantile,0.5,4740,2021-12-18,2021-12-06,2 wk ahead inc case
01,quantile,0.75,7318,2021-12-18,2021-12-06,2 wk ahead inc case
01,quantile,0.9,10116,2021-12-18,2021-12-06,2 wk ahead inc case
01,quantile,0.975,13777,2021-12-18,2021-12-06,2 wk ahead inc case
01,point,,61,2021-12-18,2021-12-06,2 wk ahead inc death
01,quantile,0.01,5,2021-12-18,2021-12-06,2 wk ahead inc death
01,quantile,0.025,10,2021-12-18,2021-12-06,2 wk ahead inc death
01,quantile,0.05,15,2021-12-18,2021-12-06,2 wk ahead inc death
01,quantile,0.1,22,2021-12-18,2021-12-06,2 wk ahead inc death
01,quantile,0.15,28,2021-12-18,2021-12-06,2 wk ahead inc death
01,quantile,0.2,33,2021-12-18,2021-12-06,2 wk ahead inc death
01,quantile,0.25,38,2021-12-18,2021-12-06,2 wk ahead inc death
01,quantile,0.3,43,2021-12-18,2021-12-06,2 wk ahead inc death
01,quantile,0.35,47,2021-12-18,2021-12-06,2 wk ahead inc death
01,quantile,0.4,52,2021-12-18,2021-12-06,2 wk ahead inc death
01,quantile,0.45,56,2021-12-18,2021-12-06,2 wk ahead inc death
01,quantile,0.5,61,2021-12-18,2021-12-06,2 wk ahead inc death
01,quantile,0.55,66,2021-12-18,2021-12-06,2 wk ahead inc death
01,quantile,0.6,71,2021-12-18,2021-12-06,2 wk ahead inc death
01,quantile,0.65,76,2021-12-18,2021-12-06,2 wk ahead inc death
01,quantile,0.7,82,2021-12-18,2021-12-06,2 wk ahead inc death
01,quantile,0.75,89,2021-12-18,2021-12-06,2 wk ahead inc death
