location,type,quantile,value,target_end_date,forecast_date,target
01,point,,4448,2021-12-18,2021-12-13,1 wk ahead inc case
01,quantile,0.025,1136,2021-12-18,2021-12-13,1 wk ahead inc case
01,quantile,0.1,2036,2021-12-18,2021-12-13,1 wk ahead inc case
01,quantile,0.25,3063,2021-12-18,2021-12-13,1 wk ahead inc case
01,quantile,0.5,4448,2021-12-18,2021-12-13,1 wk ahead inc case
01,quantile,0.75,6092,2021-12-18,2021-12-13,1 wk ahead inc case
01,quantile,0.9,7792,2021-12-18,2021-12-13,1 wk ahead inc case
01,quantile,0.975,9939,2021-12-18,2021-12-13,1 wk ahead inc case
01,point,,75,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.01,17,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.025,24,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.05,30,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.1,38,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.15,44,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.2,49,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.25,54,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.3,58,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.35,62,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.4,67,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.45,71,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.5,75,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.55,79,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.6,83,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.65,88,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.7,93,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.75,99,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.8,105,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.85,113,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.9,124,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.95,140,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.975,154,2021-12-18,2021-12-13,1 wk ahead inc death
01,quantile,0.99,173,2021-12-18,2021-12-13,1 wk ahead inc death
01,point,,5208,2021-12-25,2021-12-13,2 wk ahead inc case
01,quantile,0.025,758,2021-12-25,2021-12-13,2 wk ahead inc case
01,quantile,0.1,1847,2021-12-25,2021-12-13,2 wk ahead inc case
01,quantile,0.25,3227,2021-12-25,2021-12-13,2 wk ahead inc case
01,quantile,0.5,5208,2021-12-25,2021-12-13,2 wk ahead inc case
01,quantile,0.75,7660,2021-12-25,2021-12-13,2 wk ahead inc case
01,quantile,0.9,10271,2021-12-25,2021-12-13,2 wk ahead inc case
01,quantile,0.975,13641,2021-12-25,2021-12-13,2 wk ahead inc case
01,point,,75,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.01,11,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.025,17,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.05,24,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.1,33,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.15,40,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.2,45,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.25,51,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.3,56,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.35,61,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.4,65,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.45,70,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.5,75,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.55,80,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.6,85,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.65,91,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.7,97,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.75,104,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.8,112,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.85,122,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.9,135,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.95,154,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.975,173,2021-12-25,2021-12-13,2 wk ahead inc death
01,quantile,0.99,196,2021-12-25,2021-12-13,2 wk ahead inc death
01,point,,6102,2022-01-01,2021-12-13,3 wk ahead inc case
01,quantile,0.025,459,2022-01-01,2021-12-13,3 wk ahead inc case
01,quantile,0.1,1685,2022-01-01,2021-12-13,3 wk ahead inc case
01,quantile,0.25,3435,2022-01-01,2021-12-13,3 wk ahead inc case
01,quantile,0.5,6102,2022-01-01,2021-12-13,3 wk ahead inc case
01,quantile,0.75,9531,2022-01-01,2021-12-13,3 wk ahead inc case
01,quantile,0.9,13269,2022-01-01,2021-12-13,3 wk ahead inc case
01,quantile,0.975,18175,2022-01-01,2021-12-13,3 wk ahead inc case
01,point,,79,2022-01-01,2021-12-13,3 wk ahead inc death
01,quantile,0.01,9,2022-01-01,2021-12-13,3 wk ahead inc death
01,quantile,0.025,16,2022-01-01,2021-12-13,3 wk ahead inc death
01,quantile,0.05,23,2022-01-01,2021-12-13,3 wk ahead inc death
01,quantile,0.1,32,2022-01-01,2021-12-13,3 wk ahead inc death
01,quantile,0.15,40,2022-01-01,2021-12-13,3 wk ahead inc death
01,quantile,0.2,46,2022-01-01,2021-12-13,3 wk ahead inc death
01,quantile,0.25,52,2022-01-01,2021-12-13,3 wk ahead inc death
01,quantile,0.3,57,2022-01-01,2021-12-13,3 wk ahead inc death
01,quantile,0.35,63,2022-01-01,2021-12-13,3 wk ahead inc death
01,quantile,0.4,68,2022-01-01,2021-12-13,3 wk ahead inc death
01,quantile,0.45,74,2022-01-01,2021-12-13,3 wk ahead inc death
01,quantile,0.5,79,2022-01-01,2021-12-13,3 wk ahead inc death
01,quantile,0.55,85,2022-01-01,2021-12-13,3 wk ahead inc death
01,quantile,0.6,91,2022-01-01,2021-12-13,3 wk ahead inc death
