location,type,quantile,value,target_end_date,forecast_date,target
01,point,,3546,2021-11-27,2021-11-22,1 wk ahead inc case
01,quantile,0.025,286,2021-11-27,2021-11-22,1 wk ahead inc case
01,quantile,0.1,1003,2021-11-27,2021-11-22,1 wk ahead inc case
01,quantile,0.25,2014,2021-11-27,2021-11-22,1 wk ahead inc case
01,quantile,0.5,3546,2021-11-27,2021-11-22,1 wk ahead inc case
01,quantile,0.75,5509,2021-11-27,2021-11-22,1 wk ahead inc case
01,quantile,0.9,7644,2021-11-27,2021-11-22,1 wk ahead inc case
01,quantile,0.975,10443,2021-11-27,2021-11-22,1 wk ahead inc case
01,point,,79,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.01,21,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.025,28,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.05,34,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.1,43,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.15,49,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.2,54,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.25,59,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.3,63,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.35,67,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.4,71,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.45,75,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.5,79,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.55,84,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.6,88,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.65,93,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.7,98,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.75,103,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.8,110,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.85,118,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.9,128,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.95,144,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.975,158,2021-11-27,2021-11-22,1 wk ahead inc death
01,quantile,0.99,176,2021-11-27,2021-11-22,1 wk ahead inc death
01,point,,4020,2021-12-04,2021-11-22,2 wk ahead inc case
01,quantile,0.025,78,2021-12-04,2021-11-22,2 wk ahead inc case
01,quantile,0.1,769,2021-12-04,2021-11-22,2 wk ahead inc case
01,quantile,0.25,1992,2021-12-04,2021-11-22,2 wk ahead inc case
01,quantile,0.5,4020,2021-12-04,2021-11-22,2 wk ahead inc case
01,quantile,0.75,6754,2021-12-04,2021-11-22,2 wk ahead inc case
01,quantile,0.9,9818,2021-12-04,2021-11-22,2 wk ahead inc case
01,quantile,0.975,13918,2021-12-04,2021-11-22,2 wk ahead inc case
01,point,,72,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.01,9,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.025,15,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.05,21,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.1,30,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.15,36,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.2,42,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.25,47,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.3,52,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.35,57,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.4,62,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.45,67,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.5,72,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.55,77,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.6,82,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.65,88,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.7,94,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.75,101,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.8,109,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.85,119,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.9,132,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.95,152,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.975,171,2021-12-04,2021-11-22,2 wk ahead inc death
01,quantile,0.99,195,2021-12-04,2021-11-22,2 wk ahead inc death
01,point,,4685,2021-12-11,2021-11-22,3 wk ahead inc case
01,quantile,0.025,4,2021-12-11,2021-11-22,3 wk ahead inc case
01,quantile,0.1,627,2021-12-11,2021-11-22,3 wk ahead inc case
01,quantile,0.25,2079,2021-12-11,2021-11-22,3 wk ahead inc case
01,quantile,0.5,4685,2021-12-11,2021-11-22,3 wk ahead inc case
01,quantile,0.75,8336,2021-12-11,2021-11-22,3 wk ahead inc case
01,quantile,0.9,12514,2021-12-11,2021-11-22,3 wk ahead inc case
01,quantile,0.975,18185,2021-12-11,2021-11-22,3 wk ahead inc case
01,point,,69,2021-12-11,2021-11-22,3 wk ahead inc death
01,quantile,0.01,4,2021-12-11,2021-11-22,3 wk ahead inc death
01,quantile,0.025,9,2021-12-11,2021-11-22,3 wk ahead inc death
01,quantile,0.05,14,2021-12-11,2021-11-22,3 wk ahead inc death
01,quantile,0.1,23,2021-12-11,2021-11-22,3 wk ahead inc death
