location,type,quantile,value,target_end_date,forecast_date,target
01,point,,3122,2021-12-04,2021-11-29,1 wk ahead inc case
01,quantile,0.025,271,2021-12-04,2021-11-29,1 wk ahead inc case
01,quantile,0.1,907,2021-12-04,2021-11-29,1 wk ahead inc case
01,quantile,0.25,1791,2021-12-04,2021-11-29,1 wk ahead inc case
01,quantile,0.5,3122,2021-12-04,2021-11-29,1 wk ahead inc case
01,quantile,0.75,4822,2021-12-04,2021-11-29,1 wk ahead inc case
01,quantile,0.9,6666,2021-12-04,2021-11-29,1 wk ahead inc case
01,quantile,0.975,9079,2021-12-04,2021-11-29,1 wk ahead inc case
01,point,,37,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.01,3,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.025,5,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.05,9,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.1,13,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.15,17,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.2,20,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.25,23,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.3,26,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.35,29,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.4,31,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.45,34,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.5,37,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.55,40,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.6,43,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.65,47,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.7,51,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.75,55,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.8,60,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.85,66,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.9,73,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.95,86,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.975,98,2021-12-04,2021-11-29,1 wk ahead inc death
01,quantile,0.99,112,2021-12-04,2021-11-29,1 wk ahead inc death
01,point,,3796,2021-12-11,2021-11-29,2 wk ahead inc case
01,quantile,0.025,106,2021-12-11,2021-11-29,2 wk ahead inc case
01,quantile,0.1,788,2021-12-11,2021-11-29,2 wk ahead inc case
01,quantile,0.25,1932,2021-12-11,2021-11-29,2 wk ahead inc case
01,quantile,0.5,3796,2021-12-11,2021-11-29,2 wk ahead inc case
01,quantile,0.75,6283,2021-12-11,2021-11-29,2 wk ahead inc case
01,quantile,0.9,9055,2021-12-11,2021-11-29,2 wk ahead inc case
01,quantile,0.975,12749,2021-12-11,2021-11-29,2 wk ahead inc case
01,point,,38,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.01,0,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.025,2,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.05,4,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.1,9,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.15,13,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.2,17,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.25,20,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.3,24,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.35,27,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.4,30,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.45,34,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.5,38,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.55,42,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.6,46,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.65,50,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.7,55,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.75,61,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.8,67,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.85,75,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.9,86,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.95,103,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.975,120,2021-12-11,2021-11-29,2 wk ahead inc death
01,quantile,0.99,140,2021-12-11,2021-11-29,2 wk ahead inc death
01,point,,4712,2021-12-18,2021-11-29,3 wk ahead inc case
01,quantile,0.025,26,2021-12-18,2021-11-29,3 wk ahead inc case
01,quantile,0.1,736,2021-12-18,2021-11-29,3 wk ahead inc case
01,quantile,0.25,2190,2021-12-18,2021-11-29,3 wk ahead inc case
01,quantile,0.5,4712,2021-12-18,2021-11-29,3 wk ahead inc case
01,quantile,0.75,8190,2021-12-18,2021-11-29,3 wk ahead inc case
01,quantile,0.9,12136,2021-12-18,2021-11-29,3 wk ahead inc case
01,quantile,0.975,17462,2021-12-18,2021-11-29,3 wk ahead inc case
01,point,,41,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.01,0,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.025,1,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.05,3,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.1,8,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.15,12,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.2,16,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.25,20,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.3,24,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.35,28,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.4,32,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.45,36,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.5,41,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.55,45,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.6,50,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.65,56,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.7,62,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.75,69,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.8,77,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.85,87,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.9,100,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.95,122,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.975,142,2021-12-18,2021-11-29,3 wk ahead inc death
01,quantile,0.99,168,2021-12-18,2021-11-29,3 wk ahead inc death
01,point,,5696,2021-12-25,2021-11-29,4 wk ahead inc case
01,quantile,0.025,4,2021-12-25,2021-11-29,4 wk ahead inc case
01,quantile,0.1,754,2021-12-25,2021-11-29,4 wk ahead inc case
01,quantile,0.25,2520,2021-12-25,2021-11-29,4 wk ahead inc case
01,quantile,0.5,5696,2021-12-25,2021-11-29,4 wk ahead inc case
01,quantile,0.75,10150,2021-12-25,2021-11-29,4 wk ahead inc case
01,quantile,0.9,15251,2021-12-25,2021-11-29,4 wk ahead inc case
01,quantile,0.975,22175,2021-12-25,2021-11-29,4 wk ahead inc case
01,point,,47,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.01,0,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.025,0,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.05,2,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.1,7,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.15,12,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.2,17,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.25,22,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.3,27,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.35,31,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.4,36,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.45,42,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.5,47,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.55,53,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.6,59,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.65,65,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.7,73,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.75,81,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.8,91,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.85,104,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.9,120,2021-12-25,2021-11-29,4 wk ahead inc death
01,quantile,0.95,147,2021-12-25,2021-11-29,4 wk ahead inc death
