location,type,quantile,value,target_end_date,forecast_date,target
01,point,,4717,2021-11-13,2021-11-08,1 wk ahead inc case
01,quantile,0.025,641,2021-11-13,2021-11-08,1 wk ahead inc case
01,quantile,0.1,1626,2021-11-13,2021-11-08,1 wk ahead inc case
01,quantile,0.25,2890,2021-11-13,2021-11-08,1 wk ahead inc case
01,quantile,0.5,4717,2021-11-13,2021-11-08,1 wk ahead inc case
01,quantile,0.75,6990,2021-11-13,2021-11-08,1 wk ahead inc case
01,quantile,0.9,9416,2021-11-13,2021-11-08,1 wk ahead inc case
01,quantile,0.975,12555,2021-11-13,2021-11-08,1 wk ahead inc case
01,point,,202,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.01,100,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.025,114,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.05,126,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.1,141,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.15,152,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.2,161,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.25,169,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.3,176,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.35,183,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.4,189,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.45,196,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.5,202,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.55,209,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.6,215,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.65,222,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.7,230,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.75,238,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.8,248,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.85,259,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.9,273,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.95,295,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.975,315,2021-11-13,2021-11-08,1 wk ahead inc death
01,quantile,0.99,339,2021-11-13,2021-11-08,1 wk ahead inc death
01,point,,3369,2021-11-20,2021-11-08,2 wk ahead inc case
01,quantile,0.025,9,2021-11-20,2021-11-08,2 wk ahead inc case
01,quantile,0.1,485,2021-11-20,2021-11-08,2 wk ahead inc case
01,quantile,0.25,1528,2021-11-20,2021-11-08,2 wk ahead inc case
01,quantile,0.5,3369,2021-11-20,2021-11-08,2 wk ahead inc case
01,quantile,0.75,5928,2021-11-20,2021-11-08,2 wk ahead inc case
01,quantile,0.9,8846,2021-11-20,2021-11-08,2 wk ahead inc case
01,quantile,0.975,12796,2021-11-20,2021-11-08,2 wk ahead inc case
01,point,,166,2021-11-20,2021-11-08,2 wk ahead inc death
01,quantile,0.01,58,2021-11-20,2021-11-08,2 wk ahead inc death
01,quantile,0.025,72,2021-11-20,2021-11-08,2 wk ahead inc death
