location,type,quantile,value,target_end_date,forecast_date,target
01,point,,5892,2021-12-25,2021-12-20,1 wk ahead inc case
01,quantile,0.025,1909,2021-12-25,2021-12-20,1 wk ahead inc case
01,quantile,0.1,3040,2021-12-25,2021-12-20,1 wk ahead inc case
01,quantile,0.25,4275,2021-12-25,2021-12-20,1 wk ahead inc case
01,quantile,0.5,5892,2021-12-25,2021-12-20,1 wk ahead inc case
01,quantile,0.75,7768,2021-12-25,2021-12-20,1 wk ahead inc case
01,quantile,0.9,9678,2021-12-25,2021-12-20,1 wk ahead inc case
01,quantile,0.975,12061,2021-12-25,2021-12-20,1 wk ahead inc case
01,point,,87,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.01,24,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.025,31,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.05,38,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.1,47,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.15,54,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.2,59,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.25,64,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.3,69,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.35,74,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.4,78,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.45,82,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.5,87,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.55,91,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.6,96,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.65,101,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.7,107,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.75,113,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.8,119,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.85,128,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.9,139,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.95,155,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.975,171,2021-12-25,2021-12-20,1 wk ahead inc death
01,quantile,0.99,190,2021-12-25,2021-12-20,1 wk ahead inc death
