location,type,quantile,value,target_end_date,forecast_date,target
01,point,,11949,2022-01-01,2021-12-27,1 wk ahead inc case
01,quantile,0.025,5660,2022-01-01,2021-12-27,1 wk ahead inc case
01,quantile,0.1,7574,2022-01-01,2021-12-27,1 wk ahead inc case
01,quantile,0.25,9523,2022-01-01,2021-12-27,1 wk ahead inc case
01,quantile,0.5,11949,2022-01-01,2021-12-27,1 wk ahead inc case
01,quantile,0.75,14651,2022-01-01,2021-12-27,1 wk ahead inc case
01,quantile,0.9,17318,2022-01-01,2021-12-27,1 wk ahead inc case
01,quantile,0.975,20563,2022-01-01,2021-12-27,1 wk ahead inc case
01,point,,86,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.01,24,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.025,31,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.05,38,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.1,47,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.15,54,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.2,59,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.25,64,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.3,69,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.35,73,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.4,78,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.45,82,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.5,86,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.55,91,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.6,95,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.65,100,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.7,106,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.75,112,2022-01-01,2021-12-27,1 wk ahead inc death
01,quantile,0.8,119,2022-01-01,2021-12-27,1 wk ahead inc death
