location,target,type,quantile,forecast_date,target_end_date,value
US,1 wk ahead cum death,quantile,0.01,2020-06-08,2020-06-13,22627.68
US,1 wk ahead cum death,quantile,0.025,2020-06-08,2020-06-13,30513.85
US,1 wk ahead cum death,quantile,0.05,2020-06-08,2020-06-13,39963.6
US,1 wk ahead cum death,quantile,0.1,2020-06-08,2020-06-13,52411.5
US,1 wk ahead cum death,quantile,0.15,2020-06-08,2020-06-13,62915.85
US,1 wk ahead cum death,quantile,0.2,2020-06-08,2020-06-13,71040.6
US,1 wk ahead cum death,quantile,0.25,2020-06-08,2020-06-13,78473.25
US,1 wk ahead cum death,quantile,0.3,2020-06-08,2020-06-13,85304.7
US,1 wk ahead cum death,quantile,0.35,2020-06-08,2020-06-13,92009.05
US,1 wk ahead cum death,quantile,0.4,2020-06-08,2020-06-13,98040.0
US,1 wk ahead cum death,quantile,0.45,2020-06-08,2020-06-13,104231.95
US,1 wk ahead cum death,quantile,0.5,2020-06-08,2020-06-13,110889.5
US,1 wk ahead cum death,quantile,0.55,2020-06-08,2020-06-13,118009.75
US,1 wk ahead cum death,quantile,0.6,2020-06-08,2020-06-13,124879.6
US,1 wk ahead cum death,quantile,0.65,2020-06-08,2020-06-13,132014.15
US,1 wk ahead cum death,quantile,0.7,2020-06-08,2020-06-13,140505.4
US,1 wk ahead cum death,quantile,0.75,2020-06-08,2020-06-13,148865.25
US,1 wk ahead cum death,quantile,0.8,2020-06-08,2020-06-13,159618.8
US,1 wk ahead cum death,quantile,0.85,2020-06-08,2020-06-13,171966.95
US,1 wk ahead cum death,quantile,0.9,2020-06-08,2020-06-13,188219.2
US,1 wk ahead cum death,quantile,0.95,2020-06-08,2020-06-13,215230.8
US,1 wk ahead cum death,quantile,0.975,2020-06-08,2020-06-13,237984.2
US,1 wk ahead cum death,quantile,0.99,2020-06-08,2020-06-13,265808.54
US,1 wk ahead cum death,point,,2020-06-08,2020-06-13,110889.5
01,1 wk ahead cum death,quantile,0.01,2020-06-08,2020-06-13,69.95
01,1 wk ahead cum death,quantile,0.025,2020-06-08,2020-06-13,114.875
01,1 wk ahead cum death,quantile,0.05,2020-06-08,2020-06-13,172.85
01,1 wk ahead cum death,quantile,0.1,2020-06-08,2020-06-13,253.8
01,1 wk ahead cum death,quantile,0.15,2020-06-08,2020-06-13,314.55
01,1 wk ahead cum death,quantile,0.2,2020-06-08,2020-06-13,380.8
01,1 wk ahead cum death,quantile,0.25,2020-06-08,2020-06-13,425.0
01,1 wk ahead cum death,quantile,0.3,2020-06-08,2020-06-13,477.8
01,1 wk ahead cum death,quantile,0.35,2020-06-08,2020-06-13,521.95
01,1 wk ahead cum death,quantile,0.4,2020-06-08,2020-06-13,580.0
01,1 wk ahead cum death,quantile,0.45,2020-06-08,2020-06-13,625.0
01,1 wk ahead cum death,quantile,0.5,2020-06-08,2020-06-13,668.0
01,1 wk ahead cum death,quantile,0.55,2020-06-08,2020-06-13,715.0
01,1 wk ahead cum death,quantile,0.6,2020-06-08,2020-06-13,764.4
01,1 wk ahead cum death,quantile,0.65,2020-06-08,2020-06-13,820.7
01,1 wk ahead cum death,quantile,0.7,2020-06-08,2020-06-13,896.0
01,1 wk ahead cum death,quantile,0.75,2020-06-08,2020-06-13,972.0
01,1 wk ahead cum death,quantile,0.8,2020-06-08,2020-06-13,1050.4
01,1 wk ahead cum death,quantile,0.85,2020-06-08,2020-06-13,1152.3
01,1 wk ahead cum death,quantile,0.9,2020-06-08,2020-06-13,1268.3
01,1 wk ahead cum death,quantile,0.95,2020-06-08,2020-06-13,1462.25
01,1 wk ahead cum death,quantile,0.975,2020-06-08,2020-06-13,1612.0
01,1 wk ahead cum death,quantile,0.99,2020-06-08,2020-06-13,1869.04
01,1 wk ahead cum death,point,,2020-06-08,2020-06-13,668.0
02,1 wk ahead cum death,quantile,0.01,2020-06-08,2020-06-13,0.0
02,1 wk ahead cum death,quantile,0.025,2020-06-08,2020-06-13,0.0
02,1 wk ahead cum death,quantile,0.05,2020-06-08,2020-06-13,0.0
02,1 wk ahead cum death,quantile,0.1,2020-06-08,2020-06-13,0.0
02,1 wk ahead cum death,quantile,0.15,2020-06-08,2020-06-13,0.0
02,1 wk ahead cum death,quantile,0.2,2020-06-08,2020-06-13,5.0
02,1 wk ahead cum death,quantile,0.25,2020-06-08,2020-06-13,5.0
02,1 wk ahead cum death,quantile,0.3,2020-06-08,2020-06-13,10.0
02,1 wk ahead cum death,quantile,0.35,2020-06-08,2020-06-13,15.0
02,1 wk ahead cum death,quantile,0.4,2020-06-08,2020-06-13,15.0
02,1 wk ahead cum death,quantile,0.45,2020-06-08,2020-06-13,20.0
02,1 wk ahead cum death,quantile,0.5,2020-06-08,2020-06-13,25.0
02,1 wk ahead cum death,quantile,0.55,2020-06-08,2020-06-13,25.0
02,1 wk ahead cum death,quantile,0.6,2020-06-08,2020-06-13,30.0
02,1 wk ahead cum death,quantile,0.65,2020-06-08,2020-06-13,35.0
02,1 wk ahead cum death,quantile,0.7,2020-06-08,2020-06-13,45.0
02,1 wk ahead cum death,quantile,0.75,2020-06-08,2020-06-13,50.0
02,1 wk ahead cum death,quantile,0.8,2020-06-08,2020-06-13,60.0
02,1 wk ahead cum death,quantile,0.85,2020-06-08,2020-06-13,70.0
02,1 wk ahead cum death,quantile,0.9,2020-06-08,2020-06-13,85.0
02,1 wk ahead cum death,quantile,0.95,2020-06-08,2020-06-13,105.15
02,1 wk ahead cum death,quantile,0.975,2020-06-08,2020-06-13,125.125
