quantile,value,type,location,target,forecast_date,target_end_date
0.010,11094,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.025,11612,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.050,12177,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.100,12969,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.150,13487,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.200,13903,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.250,14215,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.300,14523,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.350,14847,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.400,15131,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.450,15445,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.500,15728,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
,15728,point,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.550,16039,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.600,16324,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.650,16606,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.700,16938,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.750,17316,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.800,17684,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.850,18221,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.900,18976,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.950,20321,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.975,20910,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.990,21705,quantile,US,1 wk ahead inc death,2020-12-06,2020-12-12
0.010,11163,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.025,11886,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.050,12452,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.100,13391,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.150,14220,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.200,14700,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.250,15153,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.300,15588,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.350,16050,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.400,16471,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.450,16986,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.500,17503,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
,17503,point,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.550,17926,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.600,18309,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.650,18783,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.700,19461,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.750,20111,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.800,20751,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.850,21534,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.900,22391,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.950,23968,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.975,25711,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.990,26664,quantile,US,2 wk ahead inc death,2020-12-06,2020-12-19
0.010,10348,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.025,11208,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.050,12354,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.100,13572,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.150,14474,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.200,15145,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.250,15807,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.300,16406,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.350,17092,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.400,17654,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.450,18292,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.500,19000,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
,19000,point,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.550,19708,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.600,20389,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.650,21143,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.700,21849,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.750,22837,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.800,23855,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.850,25374,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.900,27268,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.950,29734,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.975,32473,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.990,34798,quantile,US,3 wk ahead inc death,2020-12-06,2020-12-26
0.010,9765,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.025,10579,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.050,11727,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.100,12883,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.150,14039,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.200,14955,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.250,16021,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.300,16983,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.350,17805,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.400,19030,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.450,19812,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.500,21012,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
,21012,point,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.550,21948,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.600,23031,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.650,24696,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.700,25789,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.750,27415,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.800,29066,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.850,30920,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.900,33659,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.950,37223,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.975,40602,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.990,45362,quantile,US,4 wk ahead inc death,2020-12-06,2021-01-02
0.010,5,quantile,02,1 wk ahead inc death,2020-12-06,2020-12-12
0.025,8,quantile,02,1 wk ahead inc death,2020-12-06,2020-12-12
0.050,9,quantile,02,1 wk ahead inc death,2020-12-06,2020-12-12
0.100,11,quantile,02,1 wk ahead inc death,2020-12-06,2020-12-12
0.150,13,quantile,02,1 wk ahead inc death,2020-12-06,2020-12-12
0.200,14,quantile,02,1 wk ahead inc death,2020-12-06,2020-12-12
0.250,15,quantile,02,1 wk ahead inc death,2020-12-06,2020-12-12
