quantile,value,type,location,target,forecast_date,target_end_date
0.010,4955,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.025,5224,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.050,5489,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.100,5837,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.150,6018,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.200,6280,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.250,6458,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.300,6634,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.350,6772,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.400,6902,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.450,7023,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.500,7158,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
,7158,point,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.550,7328,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.600,7482,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.650,7612,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.700,7824,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.750,8003,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.800,8255,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.850,8602,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.900,9034,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.950,9577,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.975,10100,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.990,10932,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.010,4115,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.025,4362,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.050,4779,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.100,5170,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.150,5370,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.200,5602,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.250,5776,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.300,5930,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.350,6093,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.400,6262,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.450,6386,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.500,6538,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
,6538,point,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.550,6750,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.600,6978,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.650,7204,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.700,7434,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.750,7646,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.800,7872,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.850,8095,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.900,8412,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.950,9124,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.975,9517,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.990,10183,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.010,3026,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.025,3374,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.050,3721,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.100,4197,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.150,4473,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.200,4695,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.250,4894,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.300,5096,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.350,5314,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.400,5538,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.450,5749,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.500,5930,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
,5930,point,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.550,6123,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.600,6309,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.650,6562,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.700,6775,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.750,7011,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.800,7255,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.850,7605,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.900,8147,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.950,8947,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.975,9542,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.990,10246,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.010,2128,quantile,US,4 wk ahead inc death,2020-08-02,2020-08-29
0.025,2383,quantile,US,4 wk ahead inc death,2020-08-02,2020-08-29
0.050,2642,quantile,US,4 wk ahead inc death,2020-08-02,2020-08-29
0.100,3122,quantile,US,4 wk ahead inc death,2020-08-02,2020-08-29
0.150,3495,quantile,US,4 wk ahead inc death,2020-08-02,2020-08-29
0.200,3749,quantile,US,4 wk ahead inc death,2020-08-02,2020-08-29
0.250,4004,quantile,US,4 wk ahead inc death,2020-08-02,2020-08-29
0.300,4194,quantile,US,4 wk ahead inc death,2020-08-02,2020-08-29
0.350,4417,quantile,US,4 wk ahead inc death,2020-08-02,2020-08-29
0.400,4637,quantile,US,4 wk ahead inc death,2020-08-02,2020-08-29
0.450,4866,quantile,US,4 wk ahead inc death,2020-08-02,2020-08-29
0.500,5123,quantile,US,4 wk ahead inc death,2020-08-02,2020-08-29
