quantile,value,type,location,target,forecast_date,target_end_date
0.010,1609,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.025,1707,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.050,1784,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.100,1862,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.150,1930,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.200,1980,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.250,2035,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.300,2072,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.350,2115,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.400,2157,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.450,2198,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.500,2235,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
NA,2235,point,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.550,2274,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.600,2315,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.650,2355,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.700,2396,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.750,2446,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.800,2505,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.850,2568,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.900,2646,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.950,2782,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.975,2886,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.990,2959,quantile,US,1 wk ahead inc death,2021-06-06,2021-06-12
0.010,1196,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.025,1288,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.050,1352,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.100,1427,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.150,1481,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.200,1522,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.250,1565,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.300,1610,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.350,1646,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.400,1676,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.450,1707,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.500,1740,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
NA,1740,point,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.550,1779,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.600,1815,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.650,1855,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.700,1902,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.750,1949,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.800,1992,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.850,2052,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.900,2118,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.950,2208,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.975,2315,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.990,2468,quantile,US,2 wk ahead inc death,2021-06-06,2021-06-19
0.010,884,quantile,US,3 wk ahead inc death,2021-06-06,2021-06-26
0.025,948,quantile,US,3 wk ahead inc death,2021-06-06,2021-06-26
0.050,985,quantile,US,3 wk ahead inc death,2021-06-06,2021-06-26
0.100,1050,quantile,US,3 wk ahead inc death,2021-06-06,2021-06-26
0.150,1102,quantile,US,3 wk ahead inc death,2021-06-06,2021-06-26
0.200,1138,quantile,US,3 wk ahead inc death,2021-06-06,2021-06-26
0.250,1168,quantile,US,3 wk ahead inc death,2021-06-06,2021-06-26
0.300,1200,quantile,US,3 wk ahead inc death,2021-06-06,2021-06-26
0.350,1233,quantile,US,3 wk ahead inc death,2021-06-06,2021-06-26
0.400,1273,quantile,US,3 wk ahead inc death,2021-06-06,2021-06-26
0.450,1296,quantile,US,3 wk ahead inc death,2021-06-06,2021-06-26
0.500,1328,quantile,US,3 wk ahead inc death,2021-06-06,2021-06-26
NA,1328,point,US,3 wk ahead inc death,2021-06-06,2021-06-26
0.550,1363,quantile,US,3 wk ahead inc death,2021-06-06,2021-06-26
0.600,1398,quantile,US,3 wk ahead inc death,2021-06-06,2021-06-26
