quantile,value,type,location,target,forecast_date,target_end_date
0.010,4505,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.025,4781,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.050,5053,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.100,5394,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.150,5637,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.200,5795,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.250,5935,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.300,6085,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.350,6194,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.400,6343,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.450,6463,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.500,6650,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
,6650,point,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.550,6780,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.600,6944,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.650,7124,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.700,7278,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.750,7419,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.800,7574,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.850,7858,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.900,8135,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.950,8605,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.975,8967,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.990,9456,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.010,3712,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.025,4123,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.050,4396,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.100,4680,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.150,4924,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.200,5128,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.250,5296,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.300,5477,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.350,5623,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.400,5749,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.450,5914,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.500,6072,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
,6072,point,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.550,6237,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.600,6383,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.650,6543,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.700,6674,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.750,6870,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.800,7082,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.850,7321,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.900,7723,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.950,8245,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.975,8722,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.990,9303,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.010,2895,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.025,3170,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.050,3511,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.100,3859,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.150,4143,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.200,4421,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.250,4616,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.300,4765,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.350,4982,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.400,5129,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.450,5293,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.500,5496,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
