quantile,value,type,location,target,forecast_date,target_end_date
0.010,5817,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.025,6225,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.050,6540,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.100,6930,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.150,7241,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.200,7480,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.250,7702,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.300,7904,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.350,8106,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.400,8324,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.450,8533,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.500,8696,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
NA,8696,point,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.550,8908,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.600,9105,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.650,9354,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.700,9604,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.750,9852,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.800,10091,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.850,10472,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.900,10886,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.950,11375,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.975,11977,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.990,12685,quantile,US,1 wk ahead inc death,2021-10-24,2021-10-30
0.010,4790,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.025,5111,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.050,5353,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.100,5765,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.150,6055,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.200,6327,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.250,6538,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.300,6687,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.350,6870,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.400,7024,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.450,7213,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.500,7366,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
NA,7366,point,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.550,7531,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.600,7729,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.650,7966,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.700,8208,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.750,8413,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.800,8625,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.850,8976,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.900,9342,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.950,9858,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.975,10296,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.990,10820,quantile,US,2 wk ahead inc death,2021-10-24,2021-11-06
0.010,3823,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.025,4109,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.050,4467,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.100,4763,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.150,4967,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.200,5151,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.250,5284,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.300,5441,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.350,5615,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.400,5720,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.450,5883,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.500,6048,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
NA,6048,point,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.550,6189,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.600,6334,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.650,6487,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.700,6711,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.750,6918,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.800,7102,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.850,7405,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.900,7774,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.950,8345,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.975,8787,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.990,9170,quantile,US,3 wk ahead inc death,2021-10-24,2021-11-13
0.010,2976,quantile,US,4 wk ahead inc death,2021-10-24,2021-11-20
0.025,3210,quantile,US,4 wk ahead inc death,2021-10-24,2021-11-20
0.050,3478,quantile,US,4 wk ahead inc death,2021-10-24,2021-11-20
0.100,3758,quantile,US,4 wk ahead inc death,2021-10-24,2021-11-20
0.150,3993,quantile,US,4 wk ahead inc death,2021-10-24,2021-11-20
0.200,4155,quantile,US,4 wk ahead inc death,2021-10-24,2021-11-20
