quantile,value,type,location,target,forecast_date,target_end_date
0.010,12848,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.025,14112,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.050,15365,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.100,16426,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.150,17274,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.200,17988,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.250,18672,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.300,19238,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.350,19827,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.400,20301,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.450,20838,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.500,21408,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
NA,21408,point,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.550,21982,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.600,22577,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.650,23108,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.700,23799,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.750,24668,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.800,25584,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.850,26614,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.900,27713,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.950,29824,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.975,31291,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.990,33792,quantile,US,1 wk ahead inc death,2022-01-09,2022-01-15
0.010,18992,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.025,20598,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.050,22026,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.100,24049,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.150,25361,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.200,26627,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.250,27689,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.300,28791,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.350,29852,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.400,30787,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.450,31687,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.500,32612,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
NA,32612,point,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.550,33563,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.600,34660,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.650,35667,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.700,37100,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.750,38860,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.800,40415,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.850,42383,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.900,45238,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.950,48490,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.975,52624,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.990,55855,quantile,US,2 wk ahead inc death,2022-01-09,2022-01-22
0.010,26854,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.025,29102,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.050,32188,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.100,34552,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.150,36789,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.200,38615,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.250,40324,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.300,42391,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.350,44108,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.400,45540,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.450,47400,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.500,49062,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
NA,49062,point,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.550,50560,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.600,52357,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.650,53996,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.700,56307,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.750,58616,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.800,61393,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.850,64894,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.900,69288,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.950,75942,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.975,82745,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.990,91992,quantile,US,3 wk ahead inc death,2022-01-09,2022-01-29
0.010,35203,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.025,39192,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.050,42683,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.100,47488,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.150,50921,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.200,53867,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.250,56795,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.300,59927,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.350,63072,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.400,65283,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.450,67680,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.500,70568,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
NA,70568,point,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.550,73523,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.600,76473,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.650,79347,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.700,82934,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.750,88862,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.800,92894,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.850,100195,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.900,106296,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.950,119409,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.975,128091,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.990,140286,quantile,US,4 wk ahead inc death,2022-01-09,2022-02-05
0.010,1,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.025,2,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.050,3,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.100,4,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.150,5,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.200,7,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.250,7,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.300,8,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.350,9,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.400,10,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.450,10,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.500,11,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
NA,11,point,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.550,12,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.600,13,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.650,14,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.700,15,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.750,16,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.800,18,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.850,20,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.900,23,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.950,27,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.975,31,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.990,35,quantile,02,1 wk ahead inc death,2022-01-09,2022-01-15
0.010,2,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.025,3,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.050,4,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.100,6,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.150,7,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.200,8,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.250,9,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.300,10,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.350,12,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.400,13,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.450,14,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.500,15,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
NA,15,point,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.550,16,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.600,17,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.650,19,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.700,20,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.750,22,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.800,24,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.850,27,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.900,32,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.950,41,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.975,48,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.990,58,quantile,02,2 wk ahead inc death,2022-01-09,2022-01-22
0.010,3,quantile,02,3 wk ahead inc death,2022-01-09,2022-01-29
0.025,4,quantile,02,3 wk ahead inc death,2022-01-09,2022-01-29
0.050,5,quantile,02,3 wk ahead inc death,2022-01-09,2022-01-29
0.100,7,quantile,02,3 wk ahead inc death,2022-01-09,2022-01-29
0.150,8,quantile,02,3 wk ahead inc death,2022-01-09,2022-01-29
