quantile,value,type,location,target,forecast_date,target_end_date
0.010,5895,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.025,6508,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.050,6767,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.100,7189,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.150,7556,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.200,7798,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.250,8016,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.300,8246,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.350,8409,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.400,8555,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.450,8754,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.500,9017,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
NA,9017,point,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.550,9220,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.600,9406,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.650,9622,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.700,9912,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.750,10174,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.800,10431,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.850,10741,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.900,11165,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.950,11811,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.975,12266,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.990,12801,quantile,US,1 wk ahead inc death,2021-08-29,2021-09-04
0.010,5542,quantile,US,2 wk ahead inc death,2021-08-29,2021-09-11
0.025,6119,quantile,US,2 wk ahead inc death,2021-08-29,2021-09-11
0.050,6579,quantile,US,2 wk ahead inc death,2021-08-29,2021-09-11
0.100,7078,quantile,US,2 wk ahead inc death,2021-08-29,2021-09-11
0.150,7436,quantile,US,2 wk ahead inc death,2021-08-29,2021-09-11
0.200,7703,quantile,US,2 wk ahead inc death,2021-08-29,2021-09-11
0.250,7974,quantile,US,2 wk ahead inc death,2021-08-29,2021-09-11
0.300,8235,quantile,US,2 wk ahead inc death,2021-08-29,2021-09-11
0.350,8486,quantile,US,2 wk ahead inc death,2021-08-29,2021-09-11
0.400,8710,quantile,US,2 wk ahead inc death,2021-08-29,2021-09-11
0.450,9010,quantile,US,2 wk ahead inc death,2021-08-29,2021-09-11
