quantile,value,type,location,target,forecast_date,target_end_date
0.010,9097,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.025,9765,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.050,10404,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.100,11212,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.150,11772,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.200,12338,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.250,12786,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.300,13178,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.350,13491,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.400,13907,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.450,14247,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.500,14645,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
NA,14645,point,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.550,15018,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.600,15419,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.650,15788,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.700,16266,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.750,16654,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.800,17191,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.850,17829,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.900,18677,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.950,20082,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.975,20944,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.990,22189,quantile,US,1 wk ahead inc death,2022-02-06,2022-02-12
0.010,6961,quantile,US,2 wk ahead inc death,2022-02-06,2022-02-19
0.025,7652,quantile,US,2 wk ahead inc death,2022-02-06,2022-02-19
0.050,8214,quantile,US,2 wk ahead inc death,2022-02-06,2022-02-19
0.100,9041,quantile,US,2 wk ahead inc death,2022-02-06,2022-02-19
0.150,9570,quantile,US,2 wk ahead inc death,2022-02-06,2022-02-19
0.200,9919,quantile,US,2 wk ahead inc death,2022-02-06,2022-02-19
0.250,10341,quantile,US,2 wk ahead inc death,2022-02-06,2022-02-19
