quantile,value,type,location,target,forecast_date,target_end_date
0.010,4633,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.025,5010,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.050,5328,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.100,5799,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.150,6070,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.200,6242,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.250,6455,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.300,6668,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.350,6859,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.400,7000,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.450,7197,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.500,7354,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
NA,7354,point,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.550,7533,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.600,7674,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.650,7833,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.700,8020,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.750,8230,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.800,8501,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.850,8838,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.900,9170,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.950,9792,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.975,10306,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.990,10983,quantile,US,1 wk ahead inc death,2021-11-21,2021-11-27
0.010,4224,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.025,4615,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.050,4934,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.100,5342,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.150,5606,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.200,5860,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.250,6062,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.300,6258,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.350,6452,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.400,6658,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.450,6829,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.500,7002,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
NA,7002,point,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.550,7172,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.600,7355,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.650,7547,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.700,7796,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.750,8045,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.800,8317,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.850,8626,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.900,9046,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.950,9714,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.975,10317,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
0.990,11179,quantile,US,2 wk ahead inc death,2021-11-21,2021-12-04
