quantile,value,type,location,target,forecast_date,target_end_date
0.010,2352,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.025,2438,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.050,2546,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.100,2687,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.150,2766,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.200,2827,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.250,2892,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.300,2956,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.350,3027,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.400,3077,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.450,3135,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.500,3188,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
NA,3188,point,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.550,3236,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.600,3287,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.650,3356,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.700,3422,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.750,3508,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.800,3563,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.850,3647,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.900,3771,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.950,3913,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.975,4089,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.990,4272,quantile,US,1 wk ahead inc death,2021-05-23,2021-05-29
0.010,1777,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.025,1909,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.050,2022,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.100,2159,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.150,2233,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.200,2289,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.250,2338,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.300,2395,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.350,2445,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.400,2501,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.450,2541,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.500,2588,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
NA,2588,point,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.550,2655,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.600,2703,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.650,2754,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.700,2809,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.750,2869,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.800,2945,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.850,3038,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.900,3142,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.950,3295,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.975,3518,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.990,3576,quantile,US,2 wk ahead inc death,2021-05-23,2021-06-05
0.010,1374,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.025,1458,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.050,1546,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.100,1646,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.150,1710,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.200,1758,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.250,1812,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.300,1869,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.350,1927,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.400,1964,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.450,2015,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.500,2065,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
NA,2065,point,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.550,2105,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.600,2162,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.650,2227,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.700,2275,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.750,2335,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.800,2403,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.850,2466,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.900,2582,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.950,2723,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.975,2867,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.990,2969,quantile,US,3 wk ahead inc death,2021-05-23,2021-06-12
0.010,998,quantile,US,4 wk ahead inc death,2021-05-23,2021-06-19
0.025,1080,quantile,US,4 wk ahead inc death,2021-05-23,2021-06-19
0.050,1150,quantile,US,4 wk ahead inc death,2021-05-23,2021-06-19
0.100,1253,quantile,US,4 wk ahead inc death,2021-05-23,2021-06-19
0.150,1315,quantile,US,4 wk ahead inc death,2021-05-23,2021-06-19
0.200,1370,quantile,US,4 wk ahead inc death,2021-05-23,2021-06-19
0.250,1422,quantile,US,4 wk ahead inc death,2021-05-23,2021-06-19
0.300,1464,quantile,US,4 wk ahead inc death,2021-05-23,2021-06-19
0.350,1503,quantile,US,4 wk ahead inc death,2021-05-23,2021-06-19
0.400,1546,quantile,US,4 wk ahead inc death,2021-05-23,2021-06-19
0.450,1579,quantile,US,4 wk ahead inc death,2021-05-23,2021-06-19
0.500,1616,quantile,US,4 wk ahead inc death,2021-05-23,2021-06-19
