quantile,value,type,location,target,forecast_date,target_end_date
0.01,9,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.025,9,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.05,9,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.1,9,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.15,9,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.2,9,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.25,9,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.3,10,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.35,10,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.4,10,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.45,10,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.5,10,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
,10,point,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.55,10,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.6,10,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.65,10,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.7,10,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.75,10,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.8,10,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.85,10,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.9,11,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.95,11,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.975,11,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.99,12,quantile,02,1 wk ahead cum death,2020-05-03,2020-05-09
0.01,9,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.025,9,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.05,9,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.1,9,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.15,9,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.2,9,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.25,10,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.3,10,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.35,10,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.4,10,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.45,10,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.5,10,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
,10,point,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.55,10,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.6,10,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.65,10,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.7,10,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.75,10,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.8,11,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.85,11,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.9,11,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.95,11,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.975,12,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.99,13,quantile,02,2 wk ahead cum death,2020-05-03,2020-05-16
0.01,9,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.025,9,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.05,9,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.1,9,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.15,9,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.2,9,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.25,10,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.3,10,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.35,10,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.4,10,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.45,10,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.5,10,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
,10,point,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.55,10,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.6,10,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.65,10,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.7,10,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.75,10,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.8,11,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.85,11,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.9,11,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
0.95,12,quantile,02,3 wk ahead cum death,2020-05-03,2020-05-23
