location,target_end_date,quantile,value,type,forecast_date,target
01,2024-04-15,0.010,8.05,quantile,2024-04-15,0 day ahead inc hosp
01,2024-04-16,0.010,7.49,quantile,2024-04-15,1 day ahead inc hosp
01,2024-04-17,0.010,7.47,quantile,2024-04-15,2 day ahead inc hosp
01,2024-04-18,0.010,7.19,quantile,2024-04-15,3 day ahead inc hosp
01,2024-04-19,0.010,6.91,quantile,2024-04-15,4 day ahead inc hosp
01,2024-04-20,0.010,6.46,quantile,2024-04-15,5 day ahead inc hosp
01,2024-04-21,0.010,6.09,quantile,2024-04-15,6 day ahead inc hosp
01,2024-04-22,0.010,5.63,quantile,2024-04-15,7 day ahead inc hosp
01,2024-04-23,0.010,5.23,quantile,2024-04-15,8 day ahead inc hosp
01,2024-04-24,0.010,5.28,quantile,2024-04-15,9 day ahead inc hosp
01,2024-04-25,0.010,5.08,quantile,2024-04-15,10 day ahead inc hosp
01,2024-04-26,0.010,4.86,quantile,2024-04-15,11 day ahead inc hosp
01,2024-04-27,0.010,4.61,quantile,2024-04-15,12 day ahead inc hosp
01,2024-04-28,0.010,4.28,quantile,2024-04-15,13 day ahead inc hosp
01,2024-04-29,0.010,3.97,quantile,2024-04-15,14 day ahead inc hosp
01,2024-04-30,0.010,3.72,quantile,2024-04-15,15 day ahead inc hosp
01,2024-05-01,0.010,3.61,quantile,2024-04-15,16 day ahead inc hosp
01,2024-05-02,0.010,3.55,quantile,2024-04-15,17 day ahead inc hosp
01,2024-05-03,0.010,3.3,quantile,2024-04-15,18 day ahead inc hosp
01,2024-05-04,0.010,3.08,quantile,2024-04-15,19 day ahead inc hosp
01,2024-05-05,0.010,2.79,quantile,2024-04-15,20 day ahead inc hosp
01,2024-05-06,0.010,2.56,quantile,2024-04-15,21 day ahead inc hosp
01,2024-05-07,0.010,2.5,quantile,2024-04-15,22 day ahead inc hosp
01,2024-05-08,0.010,2.3,quantile,2024-04-15,23 day ahead inc hosp
01,2024-05-09,0.010,2.2,quantile,2024-04-15,24 day ahead inc hosp
01,2024-05-10,0.010,2.22,quantile,2024-04-15,25 day ahead inc hosp
01,2024-05-11,0.010,2.02,quantile,2024-04-15,26 day ahead inc hosp
01,2024-05-12,0.010,1.86,quantile,2024-04-15,27 day ahead inc hosp
01,2024-05-13,0.010,1.65,quantile,2024-04-15,28 day ahead inc hosp
01,2024-05-14,0.010,1.56,quantile,2024-04-15,29 day ahead inc hosp
01,2024-05-15,0.010,1.5,quantile,2024-04-15,30 day ahead inc hosp
01,2024-04-15,0.025,8.98,quantile,2024-04-15,0 day ahead inc hosp
01,2024-04-16,0.025,8.42,quantile,2024-04-15,1 day ahead inc hosp
01,2024-04-17,0.025,8.37,quantile,2024-04-15,2 day ahead inc hosp
01,2024-04-18,0.025,8.08,quantile,2024-04-15,3 day ahead inc hosp
01,2024-04-19,0.025,7.78,quantile,2024-04-15,4 day ahead inc hosp
01,2024-04-20,0.025,7.34,quantile,2024-04-15,5 day ahead inc hosp
01,2024-04-21,0.025,6.98,quantile,2024-04-15,6 day ahead inc hosp
01,2024-04-22,0.025,6.5,quantile,2024-04-15,7 day ahead inc hosp
01,2024-04-23,0.025,6.09,quantile,2024-04-15,8 day ahead inc hosp
01,2024-04-24,0.025,6.13,quantile,2024-04-15,9 day ahead inc hosp
01,2024-04-25,0.025,5.91,quantile,2024-04-15,10 day ahead inc hosp
01,2024-04-26,0.025,5.67,quantile,2024-04-15,11 day ahead inc hosp
01,2024-04-27,0.025,5.42,quantile,2024-04-15,12 day ahead inc hosp
01,2024-04-28,0.025,5.07,quantile,2024-04-15,13 day ahead inc hosp
01,2024-04-29,0.025,4.76,quantile,2024-04-15,14 day ahead inc hosp
01,2024-04-30,0.025,4.48,quantile,2024-04-15,15 day ahead inc hosp
01,2024-05-01,0.025,4.36,quantile,2024-04-15,16 day ahead inc hosp
01,2024-05-02,0.025,4.28,quantile,2024-04-15,17 day ahead inc hosp
01,2024-05-03,0.025,4.0,quantile,2024-04-15,18 day ahead inc hosp
01,2024-05-04,0.025,3.77,quantile,2024-04-15,19 day ahead inc hosp
01,2024-05-05,0.025,3.47,quantile,2024-04-15,20 day ahead inc hosp
01,2024-05-06,0.025,3.21,quantile,2024-04-15,21 day ahead inc hosp
01,2024-05-07,0.025,3.14,quantile,2024-04-15,22 day ahead inc hosp
01,2024-05-08,0.025,2.92,quantile,2024-04-15,23 day ahead inc hosp
01,2024-05-09,0.025,2.79,quantile,2024-04-15,24 day ahead inc hosp
01,2024-05-10,0.025,2.81,quantile,2024-04-15,25 day ahead inc hosp
01,2024-05-11,0.025,2.6,quantile,2024-04-15,26 day ahead inc hosp
01,2024-05-12,0.025,2.42,quantile,2024-04-15,27 day ahead inc hosp
01,2024-05-13,0.025,2.19,quantile,2024-04-15,28 day ahead inc hosp
01,2024-05-14,0.025,2.07,quantile,2024-04-15,29 day ahead inc hosp
01,2024-05-15,0.025,2.01,quantile,2024-04-15,30 day ahead inc hosp
01,2024-04-15,0.050,9.85,quantile,2024-04-15,0 day ahead inc hosp
01,2024-04-16,0.050,9.29,quantile,2024-04-15,1 day ahead inc hosp
01,2024-04-17,0.050,9.23,quantile,2024-04-15,2 day ahead inc hosp
01,2024-04-18,0.050,8.92,quantile,2024-04-15,3 day ahead inc hosp
01,2024-04-19,0.050,8.6,quantile,2024-04-15,4 day ahead inc hosp
