location,target_end_date,quantile,value,type,forecast_date,target
01,2024-04-08,0.010,14.55,quantile,2024-04-08,0 day ahead inc hosp
01,2024-04-09,0.010,13.73,quantile,2024-04-08,1 day ahead inc hosp
01,2024-04-10,0.010,13.7,quantile,2024-04-08,2 day ahead inc hosp
01,2024-04-11,0.010,13.48,quantile,2024-04-08,3 day ahead inc hosp
01,2024-04-12,0.010,13.18,quantile,2024-04-08,4 day ahead inc hosp
01,2024-04-13,0.010,12.46,quantile,2024-04-08,5 day ahead inc hosp
01,2024-04-14,0.010,11.72,quantile,2024-04-08,6 day ahead inc hosp
01,2024-04-15,0.010,11.08,quantile,2024-04-08,7 day ahead inc hosp
01,2024-04-16,0.010,10.68,quantile,2024-04-08,8 day ahead inc hosp
01,2024-04-17,0.010,10.31,quantile,2024-04-08,9 day ahead inc hosp
01,2024-04-18,0.010,10.07,quantile,2024-04-08,10 day ahead inc hosp
01,2024-04-19,0.010,9.63,quantile,2024-04-08,11 day ahead inc hosp
01,2024-04-20,0.010,9.18,quantile,2024-04-08,12 day ahead inc hosp
01,2024-04-21,0.010,8.66,quantile,2024-04-08,13 day ahead inc hosp
01,2024-04-22,0.010,8.15,quantile,2024-04-08,14 day ahead inc hosp
01,2024-04-23,0.010,7.51,quantile,2024-04-08,15 day ahead inc hosp
01,2024-04-24,0.010,7.54,quantile,2024-04-08,16 day ahead inc hosp
01,2024-04-25,0.010,7.24,quantile,2024-04-08,17 day ahead inc hosp
01,2024-04-26,0.010,7.08,quantile,2024-04-08,18 day ahead inc hosp
01,2024-04-27,0.010,6.74,quantile,2024-04-08,19 day ahead inc hosp
01,2024-04-28,0.010,6.16,quantile,2024-04-08,20 day ahead inc hosp
01,2024-04-29,0.010,5.68,quantile,2024-04-08,21 day ahead inc hosp
01,2024-04-30,0.010,5.55,quantile,2024-04-08,22 day ahead inc hosp
01,2024-05-01,0.010,5.35,quantile,2024-04-08,23 day ahead inc hosp
01,2024-05-02,0.010,5.32,quantile,2024-04-08,24 day ahead inc hosp
01,2024-05-03,0.010,5.14,quantile,2024-04-08,25 day ahead inc hosp
01,2024-05-04,0.010,4.63,quantile,2024-04-08,26 day ahead inc hosp
01,2024-05-05,0.010,4.45,quantile,2024-04-08,27 day ahead inc hosp
01,2024-05-06,0.010,4.22,quantile,2024-04-08,28 day ahead inc hosp
01,2024-05-07,0.010,4.15,quantile,2024-04-08,29 day ahead inc hosp
01,2024-05-08,0.010,3.96,quantile,2024-04-08,30 day ahead inc hosp
01,2024-04-08,0.025,15.79,quantile,2024-04-08,0 day ahead inc hosp
01,2024-04-09,0.025,14.96,quantile,2024-04-08,1 day ahead inc hosp
01,2024-04-10,0.025,14.93,quantile,2024-04-08,2 day ahead inc hosp
01,2024-04-11,0.025,14.68,quantile,2024-04-08,3 day ahead inc hosp
01,2024-04-12,0.025,14.35,quantile,2024-04-08,4 day ahead inc hosp
01,2024-04-13,0.025,13.67,quantile,2024-04-08,5 day ahead inc hosp
01,2024-04-14,0.025,12.94,quantile,2024-04-08,6 day ahead inc hosp
01,2024-04-15,0.025,12.33,quantile,2024-04-08,7 day ahead inc hosp
01,2024-04-16,0.025,11.91,quantile,2024-04-08,8 day ahead inc hosp
01,2024-04-17,0.025,11.53,quantile,2024-04-08,9 day ahead inc hosp
