,location,target,type,quantile,forecast_date,target_end_date,value
0,17,1 day ahead cum death,quantile,0.01,2020-05-18,2020-05-19,4759.99
1,17,1 day ahead inc death,quantile,0.01,2020-05-18,2020-05-19,77.86
2,17,2 day ahead cum death,quantile,0.01,2020-05-18,2020-05-20,4887.87
3,17,2 day ahead inc death,quantile,0.01,2020-05-18,2020-05-20,77.95
4,17,3 day ahead cum death,quantile,0.01,2020-05-18,2020-05-21,5008.97
5,17,3 day ahead inc death,quantile,0.01,2020-05-18,2020-05-21,86.99
6,17,4 day ahead cum death,quantile,0.01,2020-05-18,2020-05-22,5133.93
7,17,4 day ahead inc death,quantile,0.01,2020-05-18,2020-05-22,80.96
8,17,5 day ahead cum death,quantile,0.01,2020-05-18,2020-05-23,5250.99
9,17,5 day ahead inc death,quantile,0.01,2020-05-18,2020-05-23,91.97
10,17,6 day ahead cum death,quantile,0.01,2020-05-18,2020-05-24,5385.89
11,17,6 day ahead inc death,quantile,0.01,2020-05-18,2020-05-24,91.89
12,17,7 day ahead cum death,quantile,0.01,2020-05-18,2020-05-25,5512.88
13,17,7 day ahead inc death,quantile,0.01,2020-05-18,2020-05-25,87.97
14,17,8 day ahead cum death,quantile,0.01,2020-05-18,2020-05-26,5645.91
15,17,8 day ahead inc death,quantile,0.01,2020-05-18,2020-05-26,81.94
16,17,9 day ahead cum death,quantile,0.01,2020-05-18,2020-05-27,5759.91
17,17,9 day ahead inc death,quantile,0.01,2020-05-18,2020-05-27,88.98
18,17,10 day ahead cum death,quantile,0.01,2020-05-18,2020-05-28,5884.82
19,17,10 day ahead inc death,quantile,0.01,2020-05-18,2020-05-28,85.99
20,17,11 day ahead cum death,quantile,0.01,2020-05-18,2020-05-29,5989.93
21,17,11 day ahead inc death,quantile,0.01,2020-05-18,2020-05-29,87.97
22,17,12 day ahead cum death,quantile,0.01,2020-05-18,2020-05-30,6107.74
23,17,12 day ahead inc death,quantile,0.01,2020-05-18,2020-05-30,88.96
24,17,13 day ahead cum death,quantile,0.01,2020-05-18,2020-05-31,6238.82
25,17,13 day ahead inc death,quantile,0.01,2020-05-18,2020-05-31,88.92
26,17,14 day ahead cum death,quantile,0.01,2020-05-18,2020-06-01,6370.61
27,17,14 day ahead inc death,quantile,0.01,2020-05-18,2020-06-01,82.74
28,17,15 day ahead cum death,quantile,0.01,2020-05-18,2020-06-02,6482.81
29,17,15 day ahead inc death,quantile,0.01,2020-05-18,2020-06-02,86.99
30,17,16 day ahead cum death,quantile,0.01,2020-05-18,2020-06-03,6623.67
31,17,16 day ahead inc death,quantile,0.01,2020-05-18,2020-06-03,92.98
32,17,17 day ahead cum death,quantile,0.01,2020-05-18,2020-06-04,6741.9
33,17,17 day ahead inc death,quantile,0.01,2020-05-18,2020-06-04,93.96
34,17,18 day ahead cum death,quantile,0.01,2020-05-18,2020-06-05,6872.64
35,17,18 day ahead inc death,quantile,0.01,2020-05-18,2020-06-05,91.96
36,17,19 day ahead cum death,quantile,0.01,2020-05-18,2020-06-06,6992.6
37,17,19 day ahead inc death,quantile,0.01,2020-05-18,2020-06-06,88.95
38,17,20 day ahead cum death,quantile,0.01,2020-05-18,2020-06-07,7097.53
39,17,20 day ahead inc death,quantile,0.01,2020-05-18,2020-06-07,93.99
40,17,21 day ahead cum death,quantile,0.01,2020-05-18,2020-06-08,7211.76
41,17,21 day ahead inc death,quantile,0.01,2020-05-18,2020-06-08,90.98
42,17,22 day ahead cum death,quantile,0.01,2020-05-18,2020-06-09,7336.71
43,17,22 day ahead inc death,quantile,0.01,2020-05-18,2020-06-09,91.99
44,17,23 day ahead cum death,quantile,0.01,2020-05-18,2020-06-10,7483.8
45,17,23 day ahead inc death,quantile,0.01,2020-05-18,2020-06-10,89.97
46,17,24 day ahead cum death,quantile,0.01,2020-05-18,2020-06-11,7630.93
47,17,24 day ahead inc death,quantile,0.01,2020-05-18,2020-06-11,103.95
48,17,25 day ahead cum death,quantile,0.01,2020-05-18,2020-06-12,7751.98
49,17,25 day ahead inc death,quantile,0.01,2020-05-18,2020-06-12,97.98
50,17,26 day ahead cum death,quantile,0.01,2020-05-18,2020-06-13,7905.81
51,17,26 day ahead inc death,quantile,0.01,2020-05-18,2020-06-13,101.98
52,17,27 day ahead cum death,quantile,0.01,2020-05-18,2020-06-14,8063.58
53,17,27 day ahead inc death,quantile,0.01,2020-05-18,2020-06-14,96.91
54,17,28 day ahead cum death,quantile,0.01,2020-05-18,2020-06-15,8198.55
55,17,28 day ahead inc death,quantile,0.01,2020-05-18,2020-06-15,94.0
56,17,29 day ahead cum death,quantile,0.01,2020-05-18,2020-06-16,8317.87
57,17,29 day ahead inc death,quantile,0.01,2020-05-18,2020-06-16,101.95
58,17,30 day ahead cum death,quantile,0.01,2020-05-18,2020-06-17,8475.91
59,17,30 day ahead inc death,quantile,0.01,2020-05-18,2020-06-17,101.99
60,17,31 day ahead cum death,quantile,0.01,2020-05-18,2020-06-18,8622.78
61,17,31 day ahead inc death,quantile,0.01,2020-05-18,2020-06-18,108.88
62,17,32 day ahead cum death,quantile,0.01,2020-05-18,2020-06-19,8774.47
63,17,32 day ahead inc death,quantile,0.01,2020-05-18,2020-06-19,101.9
64,17,33 day ahead cum death,quantile,0.01,2020-05-18,2020-06-20,8911.56
65,17,33 day ahead inc death,quantile,0.01,2020-05-18,2020-06-20,117.94
66,17,1 day ahead cum death,quantile,0.025,2020-05-18,2020-05-19,4792.55
67,17,1 day ahead inc death,quantile,0.025,2020-05-18,2020-05-19,84.0
68,17,2 day ahead cum death,quantile,0.025,2020-05-18,2020-05-20,4910.95
69,17,2 day ahead inc death,quantile,0.025,2020-05-18,2020-05-20,82.975
70,17,3 day ahead cum death,quantile,0.025,2020-05-18,2020-05-21,5027.0
71,17,3 day ahead inc death,quantile,0.025,2020-05-18,2020-05-21,96.875
72,17,4 day ahead cum death,quantile,0.025,2020-05-18,2020-05-22,5157.0
73,17,4 day ahead inc death,quantile,0.025,2020-05-18,2020-05-22,92.0
74,17,5 day ahead cum death,quantile,0.025,2020-05-18,2020-05-23,5283.975
75,17,5 day ahead inc death,quantile,0.025,2020-05-18,2020-05-23,94.975
76,17,6 day ahead cum death,quantile,0.025,2020-05-18,2020-05-24,5410.525
77,17,6 day ahead inc death,quantile,0.025,2020-05-18,2020-05-24,99.95
78,17,7 day ahead cum death,quantile,0.025,2020-05-18,2020-05-25,5527.95
79,17,7 day ahead inc death,quantile,0.025,2020-05-18,2020-05-25,90.975
80,17,8 day ahead cum death,quantile,0.025,2020-05-18,2020-05-26,5654.925
81,17,8 day ahead inc death,quantile,0.025,2020-05-18,2020-05-26,98.975
82,17,9 day ahead cum death,quantile,0.025,2020-05-18,2020-05-27,5795.825
83,17,9 day ahead inc death,quantile,0.025,2020-05-18,2020-05-27,98.0
84,17,10 day ahead cum death,quantile,0.025,2020-05-18,2020-05-28,5917.45
85,17,10 day ahead inc death,quantile,0.025,2020-05-18,2020-05-28,96.0
86,17,11 day ahead cum death,quantile,0.025,2020-05-18,2020-05-29,6044.875
87,17,11 day ahead inc death,quantile,0.025,2020-05-18,2020-05-29,98.9
88,17,12 day ahead cum death,quantile,0.025,2020-05-18,2020-05-30,6161.625
89,17,12 day ahead inc death,quantile,0.025,2020-05-18,2020-05-30,92.95
90,17,13 day ahead cum death,quantile,0.025,2020-05-18,2020-05-31,6274.925
91,17,13 day ahead inc death,quantile,0.025,2020-05-18,2020-05-31,91.0
92,17,14 day ahead cum death,quantile,0.025,2020-05-18,2020-06-01,6402.85
93,17,14 day ahead inc death,quantile,0.025,2020-05-18,2020-06-01,87.95
94,17,15 day ahead cum death,quantile,0.025,2020-05-18,2020-06-02,6536.075
95,17,15 day ahead inc death,quantile,0.025,2020-05-18,2020-06-02,93.0
96,17,16 day ahead cum death,quantile,0.025,2020-05-18,2020-06-03,6647.625
97,17,16 day ahead inc death,quantile,0.025,2020-05-18,2020-06-03,94.975
98,17,17 day ahead cum death,quantile,0.025,2020-05-18,2020-06-04,6779.975
99,17,17 day ahead inc death,quantile,0.025,2020-05-18,2020-06-04,97.0
100,17,18 day ahead cum death,quantile,0.025,2020-05-18,2020-06-05,6911.575
101,17,18 day ahead inc death,quantile,0.025,2020-05-18,2020-06-05,94.975
102,17,19 day ahead cum death,quantile,0.025,2020-05-18,2020-06-06,7039.2
103,17,19 day ahead inc death,quantile,0.025,2020-05-18,2020-06-06,101.875
104,17,20 day ahead cum death,quantile,0.025,2020-05-18,2020-06-07,7132.975
105,17,20 day ahead inc death,quantile,0.025,2020-05-18,2020-06-07,100.925
106,17,21 day ahead cum death,quantile,0.025,2020-05-18,2020-06-08,7272.85
107,17,21 day ahead inc death,quantile,0.025,2020-05-18,2020-06-08,95.975
108,17,22 day ahead cum death,quantile,0.025,2020-05-18,2020-06-09,7416.925
109,17,22 day ahead inc death,quantile,0.025,2020-05-18,2020-06-09,97.0
110,17,23 day ahead cum death,quantile,0.025,2020-05-18,2020-06-10,7577.65
111,17,23 day ahead inc death,quantile,0.025,2020-05-18,2020-06-10,95.975
112,17,24 day ahead cum death,quantile,0.025,2020-05-18,2020-06-11,7690.95
113,17,24 day ahead inc death,quantile,0.025,2020-05-18,2020-06-11,106.0
114,17,25 day ahead cum death,quantile,0.025,2020-05-18,2020-06-12,7818.8
115,17,25 day ahead inc death,quantile,0.025,2020-05-18,2020-06-12,107.925
116,17,26 day ahead cum death,quantile,0.025,2020-05-18,2020-06-13,7962.525
117,17,26 day ahead inc death,quantile,0.025,2020-05-18,2020-06-13,107.925
118,17,27 day ahead cum death,quantile,0.025,2020-05-18,2020-06-14,8099.875
119,17,27 day ahead inc death,quantile,0.025,2020-05-18,2020-06-14,103.9
120,17,28 day ahead cum death,quantile,0.025,2020-05-18,2020-06-15,8236.4
121,17,28 day ahead inc death,quantile,0.025,2020-05-18,2020-06-15,101.925
122,17,29 day ahead cum death,quantile,0.025,2020-05-18,2020-06-16,8374.95
123,17,29 day ahead inc death,quantile,0.025,2020-05-18,2020-06-16,106.0
124,17,30 day ahead cum death,quantile,0.025,2020-05-18,2020-06-17,8506.925
125,17,30 day ahead inc death,quantile,0.025,2020-05-18,2020-06-17,109.95
126,17,31 day ahead cum death,quantile,0.025,2020-05-18,2020-06-18,8655.65
127,17,31 day ahead inc death,quantile,0.025,2020-05-18,2020-06-18,109.975
128,17,32 day ahead cum death,quantile,0.025,2020-05-18,2020-06-19,8795.875
129,17,32 day ahead inc death,quantile,0.025,2020-05-18,2020-06-19,111.875
130,17,33 day ahead cum death,quantile,0.025,2020-05-18,2020-06-20,8941.875
131,17,33 day ahead inc death,quantile,0.025,2020-05-18,2020-06-20,126.825
132,17,1 day ahead cum death,quantile,0.05,2020-05-18,2020-05-19,4839.65
133,17,1 day ahead inc death,quantile,0.05,2020-05-18,2020-05-19,93.8
134,17,2 day ahead cum death,quantile,0.05,2020-05-18,2020-05-20,4930.85
135,17,2 day ahead inc death,quantile,0.05,2020-05-18,2020-05-20,90.95
136,17,3 day ahead cum death,quantile,0.05,2020-05-18,2020-05-21,5056.95
137,17,3 day ahead inc death,quantile,0.05,2020-05-18,2020-05-21,102.95
138,17,4 day ahead cum death,quantile,0.05,2020-05-18,2020-05-22,5195.9
