forecast_date,target,target_end_date,quantile,value,location,type
2022-02-14,1 day ahead inc hosp,2022-02-15,0.01,1.704303762447685,02,quantile
2022-02-14,2 day ahead inc hosp,2022-02-16,0.01,0.6196423782219753,02,quantile
2022-02-14,3 day ahead inc hosp,2022-02-17,0.01,0.0,02,quantile
2022-02-14,4 day ahead inc hosp,2022-02-18,0.01,0.0,02,quantile
2022-02-14,5 day ahead inc hosp,2022-02-19,0.01,0.0,02,quantile
2022-02-14,6 day ahead inc hosp,2022-02-20,0.01,0.0,02,quantile
2022-02-14,7 day ahead inc hosp,2022-02-21,0.01,0.0,02,quantile
2022-02-14,8 day ahead inc hosp,2022-02-22,0.01,0.0,02,quantile
2022-02-14,9 day ahead inc hosp,2022-02-23,0.01,0.0,02,quantile
2022-02-14,10 day ahead inc hosp,2022-02-24,0.01,0.0,02,quantile
2022-02-14,11 day ahead inc hosp,2022-02-25,0.01,0.0,02,quantile
2022-02-14,12 day ahead inc hosp,2022-02-26,0.01,0.0,02,quantile
2022-02-14,13 day ahead inc hosp,2022-02-27,0.01,0.0,02,quantile
2022-02-14,14 day ahead inc hosp,2022-02-28,0.01,0.0,02,quantile
2022-02-14,15 day ahead inc hosp,2022-03-01,0.01,0.0,02,quantile
2022-02-14,16 day ahead inc hosp,2022-03-02,0.01,0.0,02,quantile
2022-02-14,17 day ahead inc hosp,2022-03-03,0.01,0.0,02,quantile
2022-02-14,18 day ahead inc hosp,2022-03-04,0.01,0.0,02,quantile
2022-02-14,19 day ahead inc hosp,2022-03-05,0.01,0.0,02,quantile
2022-02-14,20 day ahead inc hosp,2022-03-06,0.01,0.0,02,quantile
2022-02-14,21 day ahead inc hosp,2022-03-07,0.01,0.0,02,quantile
2022-02-14,22 day ahead inc hosp,2022-03-08,0.01,0.0,02,quantile
2022-02-14,23 day ahead inc hosp,2022-03-09,0.01,0.0,02,quantile
2022-02-14,24 day ahead inc hosp,2022-03-10,0.01,0.0,02,quantile
2022-02-14,25 day ahead inc hosp,2022-03-11,0.01,0.0,02,quantile
2022-02-14,26 day ahead inc hosp,2022-03-12,0.01,0.0,02,quantile
2022-02-14,27 day ahead inc hosp,2022-03-13,0.01,0.0,02,quantile
2022-02-14,28 day ahead inc hosp,2022-03-14,0.01,0.0,02,quantile
2022-02-14,29 day ahead inc hosp,2022-03-15,0.01,0.0,02,quantile
2022-02-14,30 day ahead inc hosp,2022-03-16,0.01,0.0,02,quantile
2022-02-14,31 day ahead inc hosp,2022-03-17,0.01,0.0,02,quantile
2022-02-14,32 day ahead inc hosp,2022-03-18,0.01,0.0,02,quantile
2022-02-14,33 day ahead inc hosp,2022-03-19,0.01,0.0,02,quantile
2022-02-14,34 day ahead inc hosp,2022-03-20,0.01,0.0,02,quantile
2022-02-14,35 day ahead inc hosp,2022-03-21,0.01,0.0,02,quantile
2022-02-14,1 day ahead inc hosp,2022-02-15,0.025,3.4252430604828064,02,quantile
2022-02-14,2 day ahead inc hosp,2022-02-16,0.025,2.423157007403857,02,quantile
2022-02-14,3 day ahead inc hosp,2022-02-17,0.025,1.4427202606476222,02,quantile
2022-02-14,4 day ahead inc hosp,2022-02-18,0.025,0.0020839287379565974,02,quantile
2022-02-14,5 day ahead inc hosp,2022-02-19,0.025,0.0,02,quantile
2022-02-14,6 day ahead inc hosp,2022-02-20,0.025,0.0,02,quantile
2022-02-14,7 day ahead inc hosp,2022-02-21,0.025,0.0,02,quantile
2022-02-14,8 day ahead inc hosp,2022-02-22,0.025,0.0,02,quantile
2022-02-14,9 day ahead inc hosp,2022-02-23,0.025,0.0,02,quantile
2022-02-14,10 day ahead inc hosp,2022-02-24,0.025,0.0,02,quantile
2022-02-14,11 day ahead inc hosp,2022-02-25,0.025,0.0,02,quantile
2022-02-14,12 day ahead inc hosp,2022-02-26,0.025,0.0,02,quantile
2022-02-14,13 day ahead inc hosp,2022-02-27,0.025,0.0,02,quantile
2022-02-14,14 day ahead inc hosp,2022-02-28,0.025,0.0,02,quantile
2022-02-14,15 day ahead inc hosp,2022-03-01,0.025,0.0,02,quantile
2022-02-14,16 day ahead inc hosp,2022-03-02,0.025,0.0,02,quantile
2022-02-14,17 day ahead inc hosp,2022-03-03,0.025,0.0,02,quantile
2022-02-14,18 day ahead inc hosp,2022-03-04,0.025,0.0,02,quantile
2022-02-14,19 day ahead inc hosp,2022-03-05,0.025,0.0,02,quantile
2022-02-14,20 day ahead inc hosp,2022-03-06,0.025,0.0,02,quantile
2022-02-14,21 day ahead inc hosp,2022-03-07,0.025,0.0,02,quantile
2022-02-14,22 day ahead inc hosp,2022-03-08,0.025,0.0,02,quantile
2022-02-14,23 day ahead inc hosp,2022-03-09,0.025,0.0,02,quantile
2022-02-14,24 day ahead inc hosp,2022-03-10,0.025,0.0,02,quantile
2022-02-14,25 day ahead inc hosp,2022-03-11,0.025,0.0,02,quantile
2022-02-14,26 day ahead inc hosp,2022-03-12,0.025,0.0,02,quantile
2022-02-14,27 day ahead inc hosp,2022-03-13,0.025,0.0,02,quantile
2022-02-14,28 day ahead inc hosp,2022-03-14,0.025,0.0,02,quantile
2022-02-14,29 day ahead inc hosp,2022-03-15,0.025,0.0,02,quantile
2022-02-14,30 day ahead inc hosp,2022-03-16,0.025,0.0,02,quantile
2022-02-14,31 day ahead inc hosp,2022-03-17,0.025,0.0,02,quantile
2022-02-14,32 day ahead inc hosp,2022-03-18,0.025,0.0,02,quantile
2022-02-14,33 day ahead inc hosp,2022-03-19,0.025,0.0,02,quantile
2022-02-14,34 day ahead inc hosp,2022-03-20,0.025,0.0,02,quantile
2022-02-14,35 day ahead inc hosp,2022-03-21,0.025,0.0,02,quantile
2022-02-14,1 day ahead inc hosp,2022-02-15,0.05,4.905345797344345,02,quantile
2022-02-14,2 day ahead inc hosp,2022-02-16,0.05,3.974279084556544,02,quantile
2022-02-14,3 day ahead inc hosp,2022-02-17,0.05,3.0891475346274984,02,quantile
2022-02-14,4 day ahead inc hosp,2022-02-18,0.05,1.7370444228825548,02,quantile
2022-02-14,5 day ahead inc hosp,2022-02-19,0.05,0.0,02,quantile
2022-02-14,6 day ahead inc hosp,2022-02-20,0.05,0.0,02,quantile
2022-02-14,7 day ahead inc hosp,2022-02-21,0.05,0.0,02,quantile
2022-02-14,8 day ahead inc hosp,2022-02-22,0.05,0.0,02,quantile
2022-02-14,9 day ahead inc hosp,2022-02-23,0.05,0.0,02,quantile
2022-02-14,10 day ahead inc hosp,2022-02-24,0.05,0.0,02,quantile
2022-02-14,11 day ahead inc hosp,2022-02-25,0.05,0.0,02,quantile
2022-02-14,12 day ahead inc hosp,2022-02-26,0.05,0.0,02,quantile
2022-02-14,13 day ahead inc hosp,2022-02-27,0.05,0.0,02,quantile
2022-02-14,14 day ahead inc hosp,2022-02-28,0.05,0.0,02,quantile
2022-02-14,15 day ahead inc hosp,2022-03-01,0.05,0.0,02,quantile
2022-02-14,16 day ahead inc hosp,2022-03-02,0.05,0.0,02,quantile
2022-02-14,17 day ahead inc hosp,2022-03-03,0.05,0.0,02,quantile
2022-02-14,18 day ahead inc hosp,2022-03-04,0.05,0.0,02,quantile
2022-02-14,19 day ahead inc hosp,2022-03-05,0.05,0.0,02,quantile
2022-02-14,20 day ahead inc hosp,2022-03-06,0.05,0.0,02,quantile
