forecast_date,target,target_end_date,quantile,value,location,type
2022-03-14,1 day ahead inc hosp,2022-03-15,0.01,0.0,02,quantile
2022-03-14,2 day ahead inc hosp,2022-03-16,0.01,0.0,02,quantile
2022-03-14,3 day ahead inc hosp,2022-03-17,0.01,0.0,02,quantile
2022-03-14,4 day ahead inc hosp,2022-03-18,0.01,0.0,02,quantile
2022-03-14,5 day ahead inc hosp,2022-03-19,0.01,0.0,02,quantile
2022-03-14,6 day ahead inc hosp,2022-03-20,0.01,0.0,02,quantile
2022-03-14,7 day ahead inc hosp,2022-03-21,0.01,0.0,02,quantile
2022-03-14,8 day ahead inc hosp,2022-03-22,0.01,0.0,02,quantile
2022-03-14,9 day ahead inc hosp,2022-03-23,0.01,0.0,02,quantile
2022-03-14,10 day ahead inc hosp,2022-03-24,0.01,0.0,02,quantile
2022-03-14,11 day ahead inc hosp,2022-03-25,0.01,0.0,02,quantile
2022-03-14,12 day ahead inc hosp,2022-03-26,0.01,0.0,02,quantile
2022-03-14,13 day ahead inc hosp,2022-03-27,0.01,0.0,02,quantile
2022-03-14,14 day ahead inc hosp,2022-03-28,0.01,0.0,02,quantile
2022-03-14,15 day ahead inc hosp,2022-03-29,0.01,0.0,02,quantile
2022-03-14,16 day ahead inc hosp,2022-03-30,0.01,0.0,02,quantile
2022-03-14,17 day ahead inc hosp,2022-03-31,0.01,0.0,02,quantile
2022-03-14,18 day ahead inc hosp,2022-04-01,0.01,0.0,02,quantile
2022-03-14,19 day ahead inc hosp,2022-04-02,0.01,0.0,02,quantile
2022-03-14,20 day ahead inc hosp,2022-04-03,0.01,0.0,02,quantile
2022-03-14,21 day ahead inc hosp,2022-04-04,0.01,0.0,02,quantile
2022-03-14,22 day ahead inc hosp,2022-04-05,0.01,0.0,02,quantile
2022-03-14,23 day ahead inc hosp,2022-04-06,0.01,0.0,02,quantile
2022-03-14,24 day ahead inc hosp,2022-04-07,0.01,0.0,02,quantile
2022-03-14,25 day ahead inc hosp,2022-04-08,0.01,0.0,02,quantile
2022-03-14,26 day ahead inc hosp,2022-04-09,0.01,0.0,02,quantile
2022-03-14,27 day ahead inc hosp,2022-04-10,0.01,0.0,02,quantile
2022-03-14,28 day ahead inc hosp,2022-04-11,0.01,0.0,02,quantile
2022-03-14,29 day ahead inc hosp,2022-04-12,0.01,0.0,02,quantile
2022-03-14,30 day ahead inc hosp,2022-04-13,0.01,0.0,02,quantile
2022-03-14,31 day ahead inc hosp,2022-04-14,0.01,0.0,02,quantile
2022-03-14,32 day ahead inc hosp,2022-04-15,0.01,0.0,02,quantile
2022-03-14,33 day ahead inc hosp,2022-04-16,0.01,0.0,02,quantile
2022-03-14,34 day ahead inc hosp,2022-04-17,0.01,0.0,02,quantile
2022-03-14,35 day ahead inc hosp,2022-04-18,0.01,0.0,02,quantile
2022-03-14,1 day ahead inc hosp,2022-03-15,0.025,0.0,02,quantile
2022-03-14,2 day ahead inc hosp,2022-03-16,0.025,0.0,02,quantile
2022-03-14,3 day ahead inc hosp,2022-03-17,0.025,0.0,02,quantile
2022-03-14,4 day ahead inc hosp,2022-03-18,0.025,0.0,02,quantile
2022-03-14,5 day ahead inc hosp,2022-03-19,0.025,0.0,02,quantile
2022-03-14,6 day ahead inc hosp,2022-03-20,0.025,0.0,02,quantile
2022-03-14,7 day ahead inc hosp,2022-03-21,0.025,0.0,02,quantile
2022-03-14,8 day ahead inc hosp,2022-03-22,0.025,0.0,02,quantile
2022-03-14,9 day ahead inc hosp,2022-03-23,0.025,0.0,02,quantile
2022-03-14,10 day ahead inc hosp,2022-03-24,0.025,0.0,02,quantile
2022-03-14,11 day ahead inc hosp,2022-03-25,0.025,0.0,02,quantile
2022-03-14,12 day ahead inc hosp,2022-03-26,0.025,0.0,02,quantile
2022-03-14,13 day ahead inc hosp,2022-03-27,0.025,0.0,02,quantile
2022-03-14,14 day ahead inc hosp,2022-03-28,0.025,0.0,02,quantile
2022-03-14,15 day ahead inc hosp,2022-03-29,0.025,0.0,02,quantile
2022-03-14,16 day ahead inc hosp,2022-03-30,0.025,0.0,02,quantile
2022-03-14,17 day ahead inc hosp,2022-03-31,0.025,0.0,02,quantile
2022-03-14,18 day ahead inc hosp,2022-04-01,0.025,0.0,02,quantile
2022-03-14,19 day ahead inc hosp,2022-04-02,0.025,0.0,02,quantile
2022-03-14,20 day ahead inc hosp,2022-04-03,0.025,0.0,02,quantile
2022-03-14,21 day ahead inc hosp,2022-04-04,0.025,0.0,02,quantile
2022-03-14,22 day ahead inc hosp,2022-04-05,0.025,0.0,02,quantile
2022-03-14,23 day ahead inc hosp,2022-04-06,0.025,0.0,02,quantile
2022-03-14,24 day ahead inc hosp,2022-04-07,0.025,0.0,02,quantile
2022-03-14,25 day ahead inc hosp,2022-04-08,0.025,0.0,02,quantile
2022-03-14,26 day ahead inc hosp,2022-04-09,0.025,0.0,02,quantile
2022-03-14,27 day ahead inc hosp,2022-04-10,0.025,0.0,02,quantile
2022-03-14,28 day ahead inc hosp,2022-04-11,0.025,0.0,02,quantile
2022-03-14,29 day ahead inc hosp,2022-04-12,0.025,0.0,02,quantile
2022-03-14,30 day ahead inc hosp,2022-04-13,0.025,0.0,02,quantile
2022-03-14,31 day ahead inc hosp,2022-04-14,0.025,0.0,02,quantile
2022-03-14,32 day ahead inc hosp,2022-04-15,0.025,0.0,02,quantile
2022-03-14,33 day ahead inc hosp,2022-04-16,0.025,0.0,02,quantile
2022-03-14,34 day ahead inc hosp,2022-04-17,0.025,0.0,02,quantile
2022-03-14,35 day ahead inc hosp,2022-04-18,0.025,0.0,02,quantile
2022-03-14,1 day ahead inc hosp,2022-03-15,0.05,0.0,02,quantile
2022-03-14,2 day ahead inc hosp,2022-03-16,0.05,0.0,02,quantile
2022-03-14,3 day ahead inc hosp,2022-03-17,0.05,0.0,02,quantile
2022-03-14,4 day ahead inc hosp,2022-03-18,0.05,0.0,02,quantile
2022-03-14,5 day ahead inc hosp,2022-03-19,0.05,0.0,02,quantile
2022-03-14,6 day ahead inc hosp,2022-03-20,0.05,0.0,02,quantile
2022-03-14,7 day ahead inc hosp,2022-03-21,0.05,0.0,02,quantile
2022-03-14,8 day ahead inc hosp,2022-03-22,0.05,0.0,02,quantile
2022-03-14,9 day ahead inc hosp,2022-03-23,0.05,0.0,02,quantile
2022-03-14,10 day ahead inc hosp,2022-03-24,0.05,0.0,02,quantile
2022-03-14,11 day ahead inc hosp,2022-03-25,0.05,0.0,02,quantile
2022-03-14,12 day ahead inc hosp,2022-03-26,0.05,0.0,02,quantile
2022-03-14,13 day ahead inc hosp,2022-03-27,0.05,0.0,02,quantile
2022-03-14,14 day ahead inc hosp,2022-03-28,0.05,0.0,02,quantile
2022-03-14,15 day ahead inc hosp,2022-03-29,0.05,0.0,02,quantile
2022-03-14,16 day ahead inc hosp,2022-03-30,0.05,0.0,02,quantile
2022-03-14,17 day ahead inc hosp,2022-03-31,0.05,0.0,02,quantile
2022-03-14,18 day ahead inc hosp,2022-04-01,0.05,0.0,02,quantile
2022-03-14,19 day ahead inc hosp,2022-04-02,0.05,0.0,02,quantile
2022-03-14,20 day ahead inc hosp,2022-04-03,0.05,0.0,02,quantile
2022-03-14,21 day ahead inc hosp,2022-04-04,0.05,0.0,02,quantile
2022-03-14,22 day ahead inc hosp,2022-04-05,0.05,0.0,02,quantile
2022-03-14,23 day ahead inc hosp,2022-04-06,0.05,0.0,02,quantile
2022-03-14,24 day ahead inc hosp,2022-04-07,0.05,0.0,02,quantile
2022-03-14,25 day ahead inc hosp,2022-04-08,0.05,0.0,02,quantile
2022-03-14,26 day ahead inc hosp,2022-04-09,0.05,0.0,02,quantile
2022-03-14,27 day ahead inc hosp,2022-04-10,0.05,0.0,02,quantile
2022-03-14,28 day ahead inc hosp,2022-04-11,0.05,0.0,02,quantile
2022-03-14,29 day ahead inc hosp,2022-04-12,0.05,0.0,02,quantile
2022-03-14,30 day ahead inc hosp,2022-04-13,0.05,0.0,02,quantile
2022-03-14,31 day ahead inc hosp,2022-04-14,0.05,0.0,02,quantile
2022-03-14,32 day ahead inc hosp,2022-04-15,0.05,0.0,02,quantile
2022-03-14,33 day ahead inc hosp,2022-04-16,0.05,0.0,02,quantile
2022-03-14,34 day ahead inc hosp,2022-04-17,0.05,0.0,02,quantile
2022-03-14,35 day ahead inc hosp,2022-04-18,0.05,0.0,02,quantile
2022-03-14,1 day ahead inc hosp,2022-03-15,0.1,0.0,02,quantile
2022-03-14,2 day ahead inc hosp,2022-03-16,0.1,0.0,02,quantile
2022-03-14,3 day ahead inc hosp,2022-03-17,0.1,0.0,02,quantile
2022-03-14,4 day ahead inc hosp,2022-03-18,0.1,0.0,02,quantile
2022-03-14,5 day ahead inc hosp,2022-03-19,0.1,0.0,02,quantile
2022-03-14,6 day ahead inc hosp,2022-03-20,0.1,0.0,02,quantile
2022-03-14,7 day ahead inc hosp,2022-03-21,0.1,0.0,02,quantile
2022-03-14,8 day ahead inc hosp,2022-03-22,0.1,0.0,02,quantile
2022-03-14,9 day ahead inc hosp,2022-03-23,0.1,0.0,02,quantile
2022-03-14,10 day ahead inc hosp,2022-03-24,0.1,0.0,02,quantile
2022-03-14,11 day ahead inc hosp,2022-03-25,0.1,0.0,02,quantile
2022-03-14,12 day ahead inc hosp,2022-03-26,0.1,0.0,02,quantile
2022-03-14,13 day ahead inc hosp,2022-03-27,0.1,0.0,02,quantile
2022-03-14,14 day ahead inc hosp,2022-03-28,0.1,0.0,02,quantile
2022-03-14,15 day ahead inc hosp,2022-03-29,0.1,0.0,02,quantile
2022-03-14,16 day ahead inc hosp,2022-03-30,0.1,0.0,02,quantile
2022-03-14,17 day ahead inc hosp,2022-03-31,0.1,0.0,02,quantile
2022-03-14,18 day ahead inc hosp,2022-04-01,0.1,0.0,02,quantile
2022-03-14,19 day ahead inc hosp,2022-04-02,0.1,0.0,02,quantile
2022-03-14,20 day ahead inc hosp,2022-04-03,0.1,0.0,02,quantile
2022-03-14,21 day ahead inc hosp,2022-04-04,0.1,0.0,02,quantile
2022-03-14,22 day ahead inc hosp,2022-04-05,0.1,0.0,02,quantile
2022-03-14,23 day ahead inc hosp,2022-04-06,0.1,0.0,02,quantile
