forecast_date,target,target_end_date,quantile,value,location,type
2022-03-28,1 day ahead inc hosp,2022-03-29,0.01,0.0,02,quantile
2022-03-28,2 day ahead inc hosp,2022-03-30,0.01,0.0,02,quantile
2022-03-28,3 day ahead inc hosp,2022-03-31,0.01,0.0,02,quantile
2022-03-28,4 day ahead inc hosp,2022-04-01,0.01,0.0,02,quantile
2022-03-28,5 day ahead inc hosp,2022-04-02,0.01,0.0,02,quantile
2022-03-28,6 day ahead inc hosp,2022-04-03,0.01,0.0,02,quantile
2022-03-28,7 day ahead inc hosp,2022-04-04,0.01,0.0,02,quantile
2022-03-28,8 day ahead inc hosp,2022-04-05,0.01,0.0,02,quantile
2022-03-28,9 day ahead inc hosp,2022-04-06,0.01,0.0,02,quantile
2022-03-28,10 day ahead inc hosp,2022-04-07,0.01,0.0,02,quantile
2022-03-28,11 day ahead inc hosp,2022-04-08,0.01,0.0,02,quantile
2022-03-28,12 day ahead inc hosp,2022-04-09,0.01,0.0,02,quantile
2022-03-28,13 day ahead inc hosp,2022-04-10,0.01,0.0,02,quantile
2022-03-28,14 day ahead inc hosp,2022-04-11,0.01,0.0,02,quantile
2022-03-28,15 day ahead inc hosp,2022-04-12,0.01,0.0,02,quantile
2022-03-28,16 day ahead inc hosp,2022-04-13,0.01,0.0,02,quantile
2022-03-28,17 day ahead inc hosp,2022-04-14,0.01,0.0,02,quantile
2022-03-28,18 day ahead inc hosp,2022-04-15,0.01,0.0,02,quantile
2022-03-28,19 day ahead inc hosp,2022-04-16,0.01,0.0,02,quantile
2022-03-28,20 day ahead inc hosp,2022-04-17,0.01,0.0,02,quantile
2022-03-28,21 day ahead inc hosp,2022-04-18,0.01,0.0,02,quantile
2022-03-28,22 day ahead inc hosp,2022-04-19,0.01,0.0,02,quantile
2022-03-28,23 day ahead inc hosp,2022-04-20,0.01,0.0,02,quantile
2022-03-28,24 day ahead inc hosp,2022-04-21,0.01,0.0,02,quantile
2022-03-28,25 day ahead inc hosp,2022-04-22,0.01,0.0,02,quantile
2022-03-28,26 day ahead inc hosp,2022-04-23,0.01,0.0,02,quantile
2022-03-28,27 day ahead inc hosp,2022-04-24,0.01,0.0,02,quantile
2022-03-28,28 day ahead inc hosp,2022-04-25,0.01,0.0,02,quantile
2022-03-28,29 day ahead inc hosp,2022-04-26,0.01,0.0,02,quantile
2022-03-28,30 day ahead inc hosp,2022-04-27,0.01,0.0,02,quantile
2022-03-28,31 day ahead inc hosp,2022-04-28,0.01,0.0,02,quantile
2022-03-28,32 day ahead inc hosp,2022-04-29,0.01,0.0,02,quantile
2022-03-28,33 day ahead inc hosp,2022-04-30,0.01,0.0,02,quantile
2022-03-28,34 day ahead inc hosp,2022-05-01,0.01,0.0,02,quantile
2022-03-28,35 day ahead inc hosp,2022-05-02,0.01,0.0,02,quantile
2022-03-28,1 day ahead inc hosp,2022-03-29,0.025,0.0,02,quantile
2022-03-28,2 day ahead inc hosp,2022-03-30,0.025,0.0,02,quantile
2022-03-28,3 day ahead inc hosp,2022-03-31,0.025,0.0,02,quantile
2022-03-28,4 day ahead inc hosp,2022-04-01,0.025,0.0,02,quantile
2022-03-28,5 day ahead inc hosp,2022-04-02,0.025,0.0,02,quantile
2022-03-28,6 day ahead inc hosp,2022-04-03,0.025,0.0,02,quantile
2022-03-28,7 day ahead inc hosp,2022-04-04,0.025,0.0,02,quantile
2022-03-28,8 day ahead inc hosp,2022-04-05,0.025,0.0,02,quantile
2022-03-28,9 day ahead inc hosp,2022-04-06,0.025,0.0,02,quantile
2022-03-28,10 day ahead inc hosp,2022-04-07,0.025,0.0,02,quantile
2022-03-28,11 day ahead inc hosp,2022-04-08,0.025,0.0,02,quantile
2022-03-28,12 day ahead inc hosp,2022-04-09,0.025,0.0,02,quantile
2022-03-28,13 day ahead inc hosp,2022-04-10,0.025,0.0,02,quantile
2022-03-28,14 day ahead inc hosp,2022-04-11,0.025,0.0,02,quantile
2022-03-28,15 day ahead inc hosp,2022-04-12,0.025,0.0,02,quantile
2022-03-28,16 day ahead inc hosp,2022-04-13,0.025,0.0,02,quantile
2022-03-28,17 day ahead inc hosp,2022-04-14,0.025,0.0,02,quantile
2022-03-28,18 day ahead inc hosp,2022-04-15,0.025,0.0,02,quantile
2022-03-28,19 day ahead inc hosp,2022-04-16,0.025,0.0,02,quantile
2022-03-28,20 day ahead inc hosp,2022-04-17,0.025,0.0,02,quantile
