location,type,quantile,value,target_end_date,forecast_date,target
01,point,,4712,2021-10-16,2021-10-11,1 wk ahead inc case
01,quantile,0.025,2797,2021-10-16,2021-10-11,1 wk ahead inc case
01,quantile,0.1,3371,2021-10-16,2021-10-11,1 wk ahead inc case
01,quantile,0.25,3879,2021-10-16,2021-10-11,1 wk ahead inc case
01,quantile,0.5,4712,2021-10-16,2021-10-11,1 wk ahead inc case
01,quantile,0.75,6197,2021-10-16,2021-10-11,1 wk ahead inc case
01,quantile,0.9,7898,2021-10-16,2021-10-11,1 wk ahead inc case
01,quantile,0.975,9060,2021-10-16,2021-10-11,1 wk ahead inc case
01,point,,355,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.01,233,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.025,261,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.05,272,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.1,275,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.15,288,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.2,292,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.25,305,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.3,322,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.35,325,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.4,333,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.45,336,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.5,355,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.55,358,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.6,363,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.65,375,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.7,391,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.75,408,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.8,429,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.85,441,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.9,450,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.95,497,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.975,634,2021-10-16,2021-10-11,1 wk ahead inc death
01,quantile,0.99,639,2021-10-16,2021-10-11,1 wk ahead inc death
01,point,,2852,2021-10-23,2021-10-11,2 wk ahead inc case
01,quantile,0.025,671,2021-10-23,2021-10-11,2 wk ahead inc case
01,quantile,0.1,1198,2021-10-23,2021-10-11,2 wk ahead inc case
01,quantile,0.25,1757,2021-10-23,2021-10-11,2 wk ahead inc case
01,quantile,0.5,2852,2021-10-23,2021-10-11,2 wk ahead inc case
01,quantile,0.75,4165,2021-10-23,2021-10-11,2 wk ahead inc case
01,quantile,0.9,5607,2021-10-23,2021-10-11,2 wk ahead inc case
01,quantile,0.975,7424,2021-10-23,2021-10-11,2 wk ahead inc case
01,point,,321,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.01,149,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.025,164,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.05,178,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.1,202,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.15,219,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.2,234,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.25,249,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.3,264,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.35,277,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.4,292,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.45,306,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.5,321,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.55,338,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.6,357,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.65,373,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.7,395,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.75,419,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.8,447,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.85,482,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.9,532,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.95,619,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.975,709,2021-10-23,2021-10-11,2 wk ahead inc death
01,quantile,0.99,829,2021-10-23,2021-10-11,2 wk ahead inc death
01,point,,1608,2021-10-30,2021-10-11,3 wk ahead inc case
01,quantile,0.025,19,2021-10-30,2021-10-11,3 wk ahead inc case
01,quantile,0.1,234,2021-10-30,2021-10-11,3 wk ahead inc case
01,quantile,0.25,708,2021-10-30,2021-10-11,3 wk ahead inc case
01,quantile,0.5,1608,2021-10-30,2021-10-11,3 wk ahead inc case
01,quantile,0.75,2907,2021-10-30,2021-10-11,3 wk ahead inc case
01,quantile,0.9,4530,2021-10-30,2021-10-11,3 wk ahead inc case
01,quantile,0.975,6598,2021-10-30,2021-10-11,3 wk ahead inc case
01,point,,304,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.01,94,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.025,114,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.05,134,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.1,159,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.15,180,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.2,201,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.25,218,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.3,235,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.35,252,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.4,270,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.45,287,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.5,304,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.55,325,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.6,345,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.65,367,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.7,394,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.75,417,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.8,450,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.85,490,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.9,548,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.95,640,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.975,735,2021-10-30,2021-10-11,3 wk ahead inc death
01,quantile,0.99,885,2021-10-30,2021-10-11,3 wk ahead inc death
01,point,,900,2021-11-06,2021-10-11,4 wk ahead inc case
01,quantile,0.025,0,2021-11-06,2021-10-11,4 wk ahead inc case
01,quantile,0.1,0,2021-11-06,2021-10-11,4 wk ahead inc case
01,quantile,0.25,187,2021-11-06,2021-10-11,4 wk ahead inc case
01,quantile,0.5,900,2021-11-06,2021-10-11,4 wk ahead inc case
01,quantile,0.75,2222,2021-11-06,2021-10-11,4 wk ahead inc case
