location,type,quantile,value,target_end_date,forecast_date,target
01,point,,8,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.01,0,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.025,0,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.05,0,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.1,0,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.15,1,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.2,1,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.25,3,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.3,4,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.35,5,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.4,6,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.45,7,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.5,8,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.55,10,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.6,12,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.65,14,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.7,16,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.75,19,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.8,22,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.85,26,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.9,32,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.95,41,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.975,49,2022-05-16,2022-05-16,0 day ahead inc hosp
01,quantile,0.99,59,2022-05-16,2022-05-16,0 day ahead inc hosp
01,point,,9,2022-05-17,2022-05-16,1 day ahead inc hosp
01,quantile,0.01,0,2022-05-17,2022-05-16,1 day ahead inc hosp
01,quantile,0.025,0,2022-05-17,2022-05-16,1 day ahead inc hosp
01,quantile,0.05,0,2022-05-17,2022-05-16,1 day ahead inc hosp
01,quantile,0.1,0,2022-05-17,2022-05-16,1 day ahead inc hosp
01,quantile,0.15,1,2022-05-17,2022-05-16,1 day ahead inc hosp
01,quantile,0.2,1,2022-05-17,2022-05-16,1 day ahead inc hosp
01,quantile,0.25,2,2022-05-17,2022-05-16,1 day ahead inc hosp
01,quantile,0.3,3,2022-05-17,2022-05-16,1 day ahead inc hosp
01,quantile,0.35,5,2022-05-17,2022-05-16,1 day ahead inc hosp
01,quantile,0.4,6,2022-05-17,2022-05-16,1 day ahead inc hosp
01,quantile,0.45,7,2022-05-17,2022-05-16,1 day ahead inc hosp
01,quantile,0.5,9,2022-05-17,2022-05-16,1 day ahead inc hosp
01,quantile,0.55,11,2022-05-17,2022-05-16,1 day ahead inc hosp
01,quantile,0.6,13,2022-05-17,2022-05-16,1 day ahead inc hosp
01,quantile,0.65,15,2022-05-17,2022-05-16,1 day ahead inc hosp
01,quantile,0.7,17,2022-05-17,2022-05-16,1 day ahead inc hosp
01,quantile,0.75,20,2022-05-17,2022-05-16,1 day ahead inc hosp
