location,type,quantile,value,target_end_date,forecast_date,target
01,point,,34,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.01,9,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.025,12,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.05,15,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.1,18,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.15,21,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.2,23,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.25,25,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.3,27,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.35,29,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.4,30,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.45,32,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.5,34,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.55,35,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.6,37,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.65,39,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.7,41,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.75,43,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.8,46,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.85,49,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.9,53,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.95,60,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.975,66,2022-11-14,2022-11-14,0 day ahead inc hosp
01,quantile,0.99,75,2022-11-14,2022-11-14,0 day ahead inc hosp
01,point,,32,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.01,7,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.025,10,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.05,13,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.1,17,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.15,19,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.2,21,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.25,23,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.3,25,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.35,27,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.4,29,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.45,31,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.5,32,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.55,34,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.6,36,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.65,38,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.7,40,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.75,43,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.8,46,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.85,49,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.9,54,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.95,60,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.975,66,2022-11-15,2022-11-14,1 day ahead inc hosp
01,quantile,0.99,75,2022-11-15,2022-11-14,1 day ahead inc hosp
01,point,,4364,2022-11-19,2022-11-14,1 wk ahead inc case
01,quantile,0.025,1188,2022-11-19,2022-11-14,1 wk ahead inc case
01,quantile,0.1,2585,2022-11-19,2022-11-14,1 wk ahead inc case
01,quantile,0.25,3321,2022-11-19,2022-11-14,1 wk ahead inc case
01,quantile,0.5,4364,2022-11-19,2022-11-14,1 wk ahead inc case
01,quantile,0.75,5932,2022-11-19,2022-11-14,1 wk ahead inc case
01,quantile,0.9,7669,2022-11-19,2022-11-14,1 wk ahead inc case
01,quantile,0.975,12429,2022-11-19,2022-11-14,1 wk ahead inc case
01,point,,22,2022-11-19,2022-11-14,1 wk ahead inc death
01,quantile,0.01,0,2022-11-19,2022-11-14,1 wk ahead inc death
01,quantile,0.025,0,2022-11-19,2022-11-14,1 wk ahead inc death
01,quantile,0.05,2,2022-11-19,2022-11-14,1 wk ahead inc death
01,quantile,0.1,4,2022-11-19,2022-11-14,1 wk ahead inc death
01,quantile,0.15,7,2022-11-19,2022-11-14,1 wk ahead inc death
01,quantile,0.2,10,2022-11-19,2022-11-14,1 wk ahead inc death
01,quantile,0.25,11,2022-11-19,2022-11-14,1 wk ahead inc death
01,quantile,0.3,12,2022-11-19,2022-11-14,1 wk ahead inc death
01,quantile,0.35,16,2022-11-19,2022-11-14,1 wk ahead inc death
