location,type,quantile,value,target_end_date,forecast_date,target
01,point,,19717,2021-08-14,2021-08-09,1 wk ahead inc case
01,quantile,0.025,12525,2021-08-14,2021-08-09,1 wk ahead inc case
01,quantile,0.1,15400,2021-08-14,2021-08-09,1 wk ahead inc case
01,quantile,0.25,17433,2021-08-14,2021-08-09,1 wk ahead inc case
01,quantile,0.5,19717,2021-08-14,2021-08-09,1 wk ahead inc case
01,quantile,0.75,22400,2021-08-14,2021-08-09,1 wk ahead inc case
01,quantile,0.9,25150,2021-08-14,2021-08-09,1 wk ahead inc case
01,quantile,0.975,28995,2021-08-14,2021-08-09,1 wk ahead inc case
01,point,,91,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.01,0,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.025,5,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.05,18,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.1,31,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.15,40,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.2,48,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.25,55,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.3,62,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.35,69,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.4,77,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.45,84,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.5,91,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.55,97,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.6,105,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.65,113,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.7,122,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.75,133,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.8,146,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.85,161,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.9,182,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.95,217,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.975,257,2021-08-14,2021-08-09,1 wk ahead inc death
01,quantile,0.99,306,2021-08-14,2021-08-09,1 wk ahead inc death
01,point,,26121,2021-08-21,2021-08-09,2 wk ahead inc case
01,quantile,0.025,14343,2021-08-21,2021-08-09,2 wk ahead inc case
01,quantile,0.1,18694,2021-08-21,2021-08-09,2 wk ahead inc case
01,quantile,0.25,22146,2021-08-21,2021-08-09,2 wk ahead inc case
01,quantile,0.5,26121,2021-08-21,2021-08-09,2 wk ahead inc case
01,quantile,0.75,30444,2021-08-21,2021-08-09,2 wk ahead inc case
01,quantile,0.9,35036,2021-08-21,2021-08-09,2 wk ahead inc case
01,quantile,0.975,40584,2021-08-21,2021-08-09,2 wk ahead inc case
01,point,,90,2021-08-21,2021-08-09,2 wk ahead inc death
01,quantile,0.01,0,2021-08-21,2021-08-09,2 wk ahead inc death
01,quantile,0.025,0,2021-08-21,2021-08-09,2 wk ahead inc death
01,quantile,0.05,3,2021-08-21,2021-08-09,2 wk ahead inc death
01,quantile,0.1,19,2021-08-21,2021-08-09,2 wk ahead inc death
01,quantile,0.15,30,2021-08-21,2021-08-09,2 wk ahead inc death
01,quantile,0.2,41,2021-08-21,2021-08-09,2 wk ahead inc death
01,quantile,0.25,49,2021-08-21,2021-08-09,2 wk ahead inc death
01,quantile,0.3,57,2021-08-21,2021-08-09,2 wk ahead inc death
