location,target,target_end_date,forecast_date,type,quantile,value
01,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.025,2237
01,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.10,2238
01,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.25,2239
01,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.50,2241
01,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.75,2242
01,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.90,2243
01,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.975,2244
01,1 wk ahead cum death,2020-08-29,2020-08-24,point,NA,2241
02,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.025,41
02,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.10,41
02,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.25,41
02,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.50,41
02,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.75,41
02,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.90,41
02,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.975,41
02,1 wk ahead cum death,2020-08-29,2020-08-24,point,NA,41
04,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.025,5151
04,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.10,5154
04,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.25,5156
04,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.50,5157
04,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.75,5159
04,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.90,5161
04,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.975,5163
04,1 wk ahead cum death,2020-08-29,2020-08-24,point,NA,5158
05,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.025,798
05,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.10,798
05,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.25,799
05,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.50,800
05,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.75,800
05,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.90,801
05,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.975,801
05,1 wk ahead cum death,2020-08-29,2020-08-24,point,NA,800
06,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.025,13466
06,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.10,13473
06,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.25,13480
06,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.50,13488
06,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.75,13495
06,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.90,13502
06,1 wk ahead cum death,2020-08-29,2020-08-24,quantile,0.975,13507
06,1 wk ahead cum death,2020-08-29,2020-08-24,point,NA,13492
