location,target,target_end_date,forecast_date,type,quantile,value
01,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.025,1007
01,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.10,1007
01,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.25,1042
01,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.50,1140
01,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.75,1242
01,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.90,1319
01,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.975,1405
01,1 wk ahead cum death,2020-07-11,2020-07-05,point,NA,1127
02,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.025,16
02,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.10,16
02,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.25,16
02,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.50,18
02,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.75,20
02,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.90,22
02,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.975,24
02,1 wk ahead cum death,2020-07-11,2020-07-05,point,NA,18
04,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.025,1825
04,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.10,1862
04,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.25,2047
04,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.50,2276
04,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.75,2517
04,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.90,2723
04,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.975,2914
04,1 wk ahead cum death,2020-07-11,2020-07-05,point,NA,2279
05,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.025,287
05,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.10,287
05,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.25,290
05,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.50,332
05,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.75,374
05,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.90,418
05,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.975,457
05,1 wk ahead cum death,2020-07-11,2020-07-05,point,NA,336
06,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.025,6373
06,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.10,6373
06,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.25,6384
06,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.50,6877
06,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.75,7346
06,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.90,7729
06,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.975,8202
06,1 wk ahead cum death,2020-07-11,2020-07-05,point,NA,6937
08,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.025,1701
08,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.10,1701
08,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.25,1711
08,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.50,1770
08,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.75,1825
08,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.90,1876
08,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.975,1931
08,1 wk ahead cum death,2020-07-11,2020-07-05,point,NA,1766
09,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.025,4335
09,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.10,4335
09,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.25,4345
09,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.50,4426
09,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.75,4493
09,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.90,4556
09,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.975,4607
09,1 wk ahead cum death,2020-07-11,2020-07-05,point,NA,4419
10,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.025,512
10,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.10,515
10,1 wk ahead cum death,2020-07-11,2020-07-05,quantile,0.25,540
