location,target,type,quantile,forecast_date,target_end_date,value
01,1 wk ahead cum death,quantile,0.01,2020-06-21,2020-06-27,839
01,1 wk ahead cum death,quantile,0.025,2020-06-21,2020-06-27,839
01,1 wk ahead cum death,quantile,0.05,2020-06-21,2020-06-27,839
01,1 wk ahead cum death,quantile,0.1,2020-06-21,2020-06-27,839
01,1 wk ahead cum death,quantile,0.15,2020-06-21,2020-06-27,839
01,1 wk ahead cum death,quantile,0.2,2020-06-21,2020-06-27,839
01,1 wk ahead cum death,quantile,0.25,2020-06-21,2020-06-27,846
01,1 wk ahead cum death,quantile,0.3,2020-06-21,2020-06-27,859
01,1 wk ahead cum death,quantile,0.35,2020-06-21,2020-06-27,871
01,1 wk ahead cum death,quantile,0.4,2020-06-21,2020-06-27,883
01,1 wk ahead cum death,quantile,0.45,2020-06-21,2020-06-27,893
01,1 wk ahead cum death,quantile,0.5,2020-06-21,2020-06-27,905
01,1 wk ahead cum death,quantile,0.55,2020-06-21,2020-06-27,916
01,1 wk ahead cum death,quantile,0.6,2020-06-21,2020-06-27,928
01,1 wk ahead cum death,quantile,0.65,2020-06-21,2020-06-27,943
01,1 wk ahead cum death,quantile,0.7,2020-06-21,2020-06-27,958
01,1 wk ahead cum death,quantile,0.75,2020-06-21,2020-06-27,974
01,1 wk ahead cum death,quantile,0.8,2020-06-21,2020-06-27,989
01,1 wk ahead cum death,quantile,0.85,2020-06-21,2020-06-27,1008
01,1 wk ahead cum death,quantile,0.9,2020-06-21,2020-06-27,1032
01,1 wk ahead cum death,quantile,0.95,2020-06-21,2020-06-27,1064
01,1 wk ahead cum death,quantile,0.975,2020-06-21,2020-06-27,1088
01,1 wk ahead cum death,quantile,0.99,2020-06-21,2020-06-27,1139
01,1 wk ahead cum death,point,,2020-06-21,2020-06-27,912
02,1 wk ahead cum death,quantile,0.01,2020-06-21,2020-06-27,12
02,1 wk ahead cum death,quantile,0.025,2020-06-21,2020-06-27,12
02,1 wk ahead cum death,quantile,0.05,2020-06-21,2020-06-27,12
02,1 wk ahead cum death,quantile,0.1,2020-06-21,2020-06-27,12
02,1 wk ahead cum death,quantile,0.15,2020-06-21,2020-06-27,12
02,1 wk ahead cum death,quantile,0.2,2020-06-21,2020-06-27,12
02,1 wk ahead cum death,quantile,0.25,2020-06-21,2020-06-27,12
02,1 wk ahead cum death,quantile,0.3,2020-06-21,2020-06-27,12
02,1 wk ahead cum death,quantile,0.35,2020-06-21,2020-06-27,13
02,1 wk ahead cum death,quantile,0.4,2020-06-21,2020-06-27,13
02,1 wk ahead cum death,quantile,0.45,2020-06-21,2020-06-27,13
02,1 wk ahead cum death,quantile,0.5,2020-06-21,2020-06-27,13
02,1 wk ahead cum death,quantile,0.55,2020-06-21,2020-06-27,14
02,1 wk ahead cum death,quantile,0.6,2020-06-21,2020-06-27,14
02,1 wk ahead cum death,quantile,0.65,2020-06-21,2020-06-27,14
02,1 wk ahead cum death,quantile,0.7,2020-06-21,2020-06-27,14
02,1 wk ahead cum death,quantile,0.75,2020-06-21,2020-06-27,15
02,1 wk ahead cum death,quantile,0.8,2020-06-21,2020-06-27,15
02,1 wk ahead cum death,quantile,0.85,2020-06-21,2020-06-27,15
02,1 wk ahead cum death,quantile,0.9,2020-06-21,2020-06-27,16
02,1 wk ahead cum death,quantile,0.95,2020-06-21,2020-06-27,17
02,1 wk ahead cum death,quantile,0.975,2020-06-21,2020-06-27,17
02,1 wk ahead cum death,quantile,0.99,2020-06-21,2020-06-27,18
02,1 wk ahead cum death,point,,2020-06-21,2020-06-27,13
04,1 wk ahead cum death,quantile,0.01,2020-06-21,2020-06-27,1349
04,1 wk ahead cum death,quantile,0.025,2020-06-21,2020-06-27,1349
04,1 wk ahead cum death,quantile,0.05,2020-06-21,2020-06-27,1349
04,1 wk ahead cum death,quantile,0.1,2020-06-21,2020-06-27,1349
04,1 wk ahead cum death,quantile,0.15,2020-06-21,2020-06-27,1349
04,1 wk ahead cum death,quantile,0.2,2020-06-21,2020-06-27,1386
04,1 wk ahead cum death,quantile,0.25,2020-06-21,2020-06-27,1422
04,1 wk ahead cum death,quantile,0.3,2020-06-21,2020-06-27,1458
04,1 wk ahead cum death,quantile,0.35,2020-06-21,2020-06-27,1490
04,1 wk ahead cum death,quantile,0.4,2020-06-21,2020-06-27,1527
04,1 wk ahead cum death,quantile,0.45,2020-06-21,2020-06-27,1551
04,1 wk ahead cum death,quantile,0.5,2020-06-21,2020-06-27,1582
04,1 wk ahead cum death,quantile,0.55,2020-06-21,2020-06-27,1607
04,1 wk ahead cum death,quantile,0.6,2020-06-21,2020-06-27,1639
04,1 wk ahead cum death,quantile,0.65,2020-06-21,2020-06-27,1673
04,1 wk ahead cum death,quantile,0.7,2020-06-21,2020-06-27,1712
04,1 wk ahead cum death,quantile,0.75,2020-06-21,2020-06-27,1745
04,1 wk ahead cum death,quantile,0.8,2020-06-21,2020-06-27,1782
04,1 wk ahead cum death,quantile,0.85,2020-06-21,2020-06-27,1833
04,1 wk ahead cum death,quantile,0.9,2020-06-21,2020-06-27,1893
04,1 wk ahead cum death,quantile,0.95,2020-06-21,2020-06-27,1994
04,1 wk ahead cum death,quantile,0.975,2020-06-21,2020-06-27,2039
04,1 wk ahead cum death,quantile,0.99,2020-06-21,2020-06-27,2161
04,1 wk ahead cum death,point,,2020-06-21,2020-06-27,1595
05,1 wk ahead cum death,quantile,0.01,2020-06-21,2020-06-27,225
05,1 wk ahead cum death,quantile,0.025,2020-06-21,2020-06-27,225
05,1 wk ahead cum death,quantile,0.05,2020-06-21,2020-06-27,225
05,1 wk ahead cum death,quantile,0.1,2020-06-21,2020-06-27,225
05,1 wk ahead cum death,quantile,0.15,2020-06-21,2020-06-27,225
05,1 wk ahead cum death,quantile,0.2,2020-06-21,2020-06-27,225
05,1 wk ahead cum death,quantile,0.25,2020-06-21,2020-06-27,231
05,1 wk ahead cum death,quantile,0.3,2020-06-21,2020-06-27,238
05,1 wk ahead cum death,quantile,0.35,2020-06-21,2020-06-27,246
05,1 wk ahead cum death,quantile,0.4,2020-06-21,2020-06-27,251
05,1 wk ahead cum death,quantile,0.45,2020-06-21,2020-06-27,257
05,1 wk ahead cum death,quantile,0.5,2020-06-21,2020-06-27,264
05,1 wk ahead cum death,quantile,0.55,2020-06-21,2020-06-27,272
