location,target,target_end_date,forecast_date,type,quantile,value
01,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.025,1938
01,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.10,1949
01,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.25,1960
01,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.50,1972
01,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.75,1983
01,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.90,1993
01,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.975,2003
01,1 wk ahead cum death,2020-08-15,2020-08-09,point,NA,1972
02,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.025,32
02,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.10,32
02,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.25,33
02,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.50,33
02,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.75,34
02,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.90,34
02,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.975,34
02,1 wk ahead cum death,2020-08-15,2020-08-09,point,NA,33
04,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.025,4552
04,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.10,4577
04,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.25,4598
04,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.50,4624
04,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.75,4649
04,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.90,4670
04,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.975,4691
04,1 wk ahead cum death,2020-08-15,2020-08-09,point,NA,4625
05,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.025,627
05,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.10,633
05,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.25,638
05,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.50,644
05,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.75,650
05,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.90,654
05,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.975,659
05,1 wk ahead cum death,2020-08-15,2020-08-09,point,NA,644
06,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.025,11328
06,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.10,11405
06,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.25,11458
06,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.50,11518
06,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.75,11584
06,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.90,11640
06,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.975,11708
06,1 wk ahead cum death,2020-08-15,2020-08-09,point,NA,11518
08,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.025,1938
08,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.10,1945
08,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.25,1950
08,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.50,1956
08,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.75,1962
08,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.90,1967
08,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.975,1971
08,1 wk ahead cum death,2020-08-15,2020-08-09,point,NA,1957
09,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.025,4517
09,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.10,4523
09,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.25,4527
09,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.50,4532
09,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.75,4537
09,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.90,4542
09,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.975,4547
09,1 wk ahead cum death,2020-08-15,2020-08-09,point,NA,4532
10,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.025,616
10,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.10,617
10,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.25,619
10,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.50,621
10,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.75,622
10,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.90,624
10,1 wk ahead cum death,2020-08-15,2020-08-09,quantile,0.975,625
10,1 wk ahead cum death,2020-08-15,2020-08-09,point,NA,621
