location,type,quantile,value,target_end_date,forecast_date,target
01,point,,3339,2021-10-23,2021-10-18,1 wk ahead inc case
01,quantile,0.025,1651,2021-10-23,2021-10-18,1 wk ahead inc case
01,quantile,0.1,2083,2021-10-23,2021-10-18,1 wk ahead inc case
01,quantile,0.25,2465,2021-10-23,2021-10-18,1 wk ahead inc case
01,quantile,0.5,3339,2021-10-23,2021-10-18,1 wk ahead inc case
01,quantile,0.75,4666,2021-10-23,2021-10-18,1 wk ahead inc case
01,quantile,0.9,5849,2021-10-23,2021-10-18,1 wk ahead inc case
01,quantile,0.975,6799,2021-10-23,2021-10-18,1 wk ahead inc case
01,point,,274,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.01,176,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.025,200,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.05,210,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.1,212,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.15,224,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.2,229,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.25,242,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.3,254,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.35,257,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.4,261,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.45,265,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.5,274,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.55,286,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.6,288,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.65,299,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.7,303,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.75,330,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.8,342,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.85,360,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.9,369,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.95,398,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.975,537,2021-10-23,2021-10-18,1 wk ahead inc death
01,quantile,0.99,542,2021-10-23,2021-10-18,1 wk ahead inc death
01,point,,2153,2021-10-30,2021-10-18,2 wk ahead inc case
01,quantile,0.025,376,2021-10-30,2021-10-18,2 wk ahead inc case
01,quantile,0.1,755,2021-10-30,2021-10-18,2 wk ahead inc case
01,quantile,0.25,1208,2021-10-30,2021-10-18,2 wk ahead inc case
01,quantile,0.5,2153,2021-10-30,2021-10-18,2 wk ahead inc case
01,quantile,0.75,3305,2021-10-30,2021-10-18,2 wk ahead inc case
01,quantile,0.9,4596,2021-10-30,2021-10-18,2 wk ahead inc case
01,quantile,0.975,6190,2021-10-30,2021-10-18,2 wk ahead inc case
01,point,,257,2021-10-30,2021-10-18,2 wk ahead inc death
01,quantile,0.01,108,2021-10-30,2021-10-18,2 wk ahead inc death
01,quantile,0.025,122,2021-10-30,2021-10-18,2 wk ahead inc death
01,quantile,0.05,136,2021-10-30,2021-10-18,2 wk ahead inc death
01,quantile,0.1,157,2021-10-30,2021-10-18,2 wk ahead inc death
01,quantile,0.15,172,2021-10-30,2021-10-18,2 wk ahead inc death
01,quantile,0.2,184,2021-10-30,2021-10-18,2 wk ahead inc death
01,quantile,0.25,196,2021-10-30,2021-10-18,2 wk ahead inc death
01,quantile,0.3,208,2021-10-30,2021-10-18,2 wk ahead inc death
01,quantile,0.35,219,2021-10-30,2021-10-18,2 wk ahead inc death
01,quantile,0.4,232,2021-10-30,2021-10-18,2 wk ahead inc death
01,quantile,0.45,245,2021-10-30,2021-10-18,2 wk ahead inc death
01,quantile,0.5,257,2021-10-30,2021-10-18,2 wk ahead inc death
01,quantile,0.55,273,2021-10-30,2021-10-18,2 wk ahead inc death
01,quantile,0.6,288,2021-10-30,2021-10-18,2 wk ahead inc death
01,quantile,0.65,304,2021-10-30,2021-10-18,2 wk ahead inc death
01,quantile,0.7,323,2021-10-30,2021-10-18,2 wk ahead inc death
01,quantile,0.75,342,2021-10-30,2021-10-18,2 wk ahead inc death
