location,target,type,quantile,forecast_date,target_end_date,value
56,1 wk ahead cum death,point,,2020-05-25,2020-05-30,13.0
56,1 wk ahead cum death,quantile,0.01,2020-05-25,2020-05-30,12.0
56,1 wk ahead cum death,quantile,0.025,2020-05-25,2020-05-30,12.0
56,1 wk ahead cum death,quantile,0.05,2020-05-25,2020-05-30,12.0
56,1 wk ahead cum death,quantile,0.1,2020-05-25,2020-05-30,12.0
56,1 wk ahead cum death,quantile,0.15,2020-05-25,2020-05-30,12.0
56,1 wk ahead cum death,quantile,0.2,2020-05-25,2020-05-30,12.0
56,1 wk ahead cum death,quantile,0.25,2020-05-25,2020-05-30,12.0
56,1 wk ahead cum death,quantile,0.3,2020-05-25,2020-05-30,12.0
56,1 wk ahead cum death,quantile,0.35,2020-05-25,2020-05-30,12.229359067184866
56,1 wk ahead cum death,quantile,0.4,2020-05-25,2020-05-30,12.4933057937284
56,1 wk ahead cum death,quantile,0.45,2020-05-25,2020-05-30,12.748677306289851
56,1 wk ahead cum death,quantile,0.5,2020-05-25,2020-05-30,13.0
56,1 wk ahead cum death,quantile,0.55,2020-05-25,2020-05-30,13.251322693710149
56,1 wk ahead cum death,quantile,0.6,2020-05-25,2020-05-30,13.506694206271598
56,1 wk ahead cum death,quantile,0.65,2020-05-25,2020-05-30,13.770640932815134
56,1 wk ahead cum death,quantile,0.7,2020-05-25,2020-05-30,14.048801025416086
56,1 wk ahead cum death,quantile,0.75,2020-05-25,2020-05-30,14.348979500392165
56,1 wk ahead cum death,quantile,0.8,2020-05-25,2020-05-30,14.68324246714583
56,1 wk ahead cum death,quantile,0.85,2020-05-25,2020-05-30,15.07286677898758
56,1 wk ahead cum death,quantile,0.9,2020-05-25,2020-05-30,15.563103131089196
56,1 wk ahead cum death,quantile,0.95,2020-05-25,2020-05-30,16.289707253902947
56,1 wk ahead cum death,quantile,0.975,2020-05-25,2020-05-30,16.919927969080106
56,1 wk ahead cum death,quantile,0.99,2020-05-25,2020-05-30,17.65269574808168
33,1 wk ahead cum death,point,,2020-05-25,2020-05-30,251.0
33,1 wk ahead cum death,quantile,0.01,2020-05-25,2020-05-30,214.43144394490187
33,1 wk ahead cum death,quantile,0.025,2020-05-25,2020-05-30,220.1907415763528
33,1 wk ahead cum death,quantile,0.05,2020-05-25,2020-05-30,225.14405526756985
33,1 wk ahead cum death,quantile,0.1,2020-05-25,2020-05-30,230.8549087240709
33,1 wk ahead cum death,quantile,0.15,2020-05-25,2020-05-30,234.70799443883442
33,1 wk ahead cum death,quantile,0.2,2020-05-25,2020-05-30,237.7703048196257
33,1 wk ahead cum death,quantile,0.25,2020-05-25,2020-05-30,240.3974944530581
33,1 wk ahead cum death,quantile,0.3,2020-05-25,2020-05-30,242.75679194058938
33,1 wk ahead cum death,quantile,0.35,2020-05-25,2020-05-30,244.94303266840043
33,1 wk ahead cum death,quantile,0.4,2020-05-25,2020-05-30,247.01756132614602
33,1 wk ahead cum death,quantile,0.45,2020-05-25,2020-05-30,249.02469181083958
33,1 wk ahead cum death,quantile,0.5,2020-05-25,2020-05-30,251.0
33,1 wk ahead cum death,quantile,0.55,2020-05-25,2020-05-30,252.97530818916042
33,1 wk ahead cum death,quantile,0.6,2020-05-25,2020-05-30,254.98243867385395
33,1 wk ahead cum death,quantile,0.65,2020-05-25,2020-05-30,257.0569673315996
33,1 wk ahead cum death,quantile,0.7,2020-05-25,2020-05-30,259.24320805941056
33,1 wk ahead cum death,quantile,0.75,2020-05-25,2020-05-30,261.6025055469419
33,1 wk ahead cum death,quantile,0.8,2020-05-25,2020-05-30,264.22969518037416
33,1 wk ahead cum death,quantile,0.85,2020-05-25,2020-05-30,267.2920055611655
33,1 wk ahead cum death,quantile,0.9,2020-05-25,2020-05-30,271.14509127592913
33,1 wk ahead cum death,quantile,0.95,2020-05-25,2020-05-30,276.8559447324301
33,1 wk ahead cum death,quantile,0.975,2020-05-25,2020-05-30,281.8092584236472
33,1 wk ahead cum death,quantile,0.99,2020-05-25,2020-05-30,287.5685560550982
42,1 wk ahead cum death,point,,2020-05-25,2020-05-30,5690.0
42,1 wk ahead cum death,quantile,0.01,2020-05-25,2020-05-30,5145.0
42,1 wk ahead cum death,quantile,0.025,2020-05-25,2020-05-30,5186.283411150191
42,1 wk ahead cum death,quantile,0.05,2020-05-25,2020-05-30,5267.267712743371
42,1 wk ahead cum death,quantile,0.1,2020-05-25,2020-05-30,5360.637425930688
42,1 wk ahead cum death,quantile,0.15,2020-05-25,2020-05-30,5423.633528144461
42,1 wk ahead cum death,quantile,0.2,2020-05-25,2020-05-30,5473.700833166889
42,1 wk ahead cum death,quantile,0.25,2020-05-25,2020-05-30,5516.654122798762
42,1 wk ahead cum death,quantile,0.3,2020-05-25,2020-05-30,5555.227504415408
42,1 wk ahead cum death,quantile,0.35,2020-05-25,2020-05-30,5590.971491066259
42,1 wk ahead cum death,quantile,0.4,2020-05-25,2020-05-30,5624.88903898584
42,1 wk ahead cum death,quantile,0.45,2020-05-25,2020-05-30,5657.704659122618
42,1 wk ahead cum death,quantile,0.5,2020-05-25,2020-05-30,5690.0
42,1 wk ahead cum death,quantile,0.55,2020-05-25,2020-05-30,5722.295340877379
42,1 wk ahead cum death,quantile,0.6,2020-05-25,2020-05-30,5755.11096101416
42,1 wk ahead cum death,quantile,0.65,2020-05-25,2020-05-30,5789.028508933741
42,1 wk ahead cum death,quantile,0.7,2020-05-25,2020-05-30,5824.772495584592
42,1 wk ahead cum death,quantile,0.75,2020-05-25,2020-05-30,5863.345877201238
42,1 wk ahead cum death,quantile,0.8,2020-05-25,2020-05-30,5906.2991668331115
42,1 wk ahead cum death,quantile,0.85,2020-05-25,2020-05-30,5956.366471855538
42,1 wk ahead cum death,quantile,0.9,2020-05-25,2020-05-30,6019.362574069311
42,1 wk ahead cum death,quantile,0.95,2020-05-25,2020-05-30,6112.732287256628
42,1 wk ahead cum death,quantile,0.975,2020-05-25,2020-05-30,6193.716588849809
42,1 wk ahead cum death,quantile,0.99,2020-05-25,2020-05-30,6287.8783410476035
37,1 wk ahead cum death,point,,2020-05-25,2020-05-30,932.0
37,1 wk ahead cum death,quantile,0.01,2020-05-25,2020-05-30,789.4731995964528
37,1 wk ahead cum death,quantile,0.025,2020-05-25,2020-05-30,811.9201964848628
37,1 wk ahead cum death,quantile,0.05,2020-05-25,2020-05-30,831.2258521618477
37,1 wk ahead cum death,quantile,0.1,2020-05-25,2020-05-30,853.4840367481418
37,1 wk ahead cum death,quantile,0.15,2020-05-25,2020-05-30,868.5015282175463
37,1 wk ahead cum death,quantile,0.2,2020-05-25,2020-05-30,880.4369543732615
37,1 wk ahead cum death,quantile,0.25,2020-05-25,2020-05-30,890.6764872643687
37,1 wk ahead cum death,quantile,0.3,2020-05-25,2020-05-30,899.871904266651
37,1 wk ahead cum death,quantile,0.35,2020-05-25,2020-05-30,908.3928285103464
37,1 wk ahead cum death,quantile,0.4,2020-05-25,2020-05-30,916.4783523546147
37,1 wk ahead cum death,quantile,0.45,2020-05-25,2020-05-30,924.3011902469493
37,1 wk ahead cum death,quantile,0.5,2020-05-25,2020-05-30,932.0
37,1 wk ahead cum death,quantile,0.55,2020-05-25,2020-05-30,939.6988097530507
37,1 wk ahead cum death,quantile,0.6,2020-05-25,2020-05-30,947.5216476453853
37,1 wk ahead cum death,quantile,0.65,2020-05-25,2020-05-30,955.6071714896536
37,1 wk ahead cum death,quantile,0.7,2020-05-25,2020-05-30,964.128095733349
37,1 wk ahead cum death,quantile,0.75,2020-05-25,2020-05-30,973.3235127356313
37,1 wk ahead cum death,quantile,0.8,2020-05-25,2020-05-30,983.5630456267386
37,1 wk ahead cum death,quantile,0.85,2020-05-25,2020-05-30,995.4984717824536
37,1 wk ahead cum death,quantile,0.9,2020-05-25,2020-05-30,1010.5159632518582
37,1 wk ahead cum death,quantile,0.95,2020-05-25,2020-05-30,1032.7741478381522
37,1 wk ahead cum death,quantile,0.975,2020-05-25,2020-05-30,1052.0798035151374
37,1 wk ahead cum death,quantile,0.99,2020-05-25,2020-05-30,1074.5268004035474
41,1 wk ahead cum death,point,,2020-05-25,2020-05-30,160.0
41,1 wk ahead cum death,quantile,0.01,2020-05-25,2020-05-30,148.0
41,1 wk ahead cum death,quantile,0.025,2020-05-25,2020-05-30,148.0
41,1 wk ahead cum death,quantile,0.05,2020-05-25,2020-05-30,149.4704445850455
41,1 wk ahead cum death,quantile,0.1,2020-05-25,2020-05-30,151.7961282357183
41,1 wk ahead cum death,quantile,0.15,2020-05-25,2020-05-30,153.3652559536193
41,1 wk ahead cum death,quantile,0.2,2020-05-25,2020-05-30,154.61234892144608
41,1 wk ahead cum death,quantile,0.25,2020-05-25,2020-05-30,155.6822436445781
41,1 wk ahead cum death,quantile,0.3,2020-05-25,2020-05-30,156.64304217243716
41,1 wk ahead cum death,quantile,0.35,2020-05-25,2020-05-30,157.53336519610306
41,1 wk ahead cum death,quantile,0.4,2020-05-25,2020-05-30,158.3781946806837
41,1 wk ahead cum death,quantile,0.45,2020-05-25,2020-05-30,159.19557698414744
41,1 wk ahead cum death,quantile,0.5,2020-05-25,2020-05-30,160.0
41,1 wk ahead cum death,quantile,0.55,2020-05-25,2020-05-30,160.80442301585256
41,1 wk ahead cum death,quantile,0.6,2020-05-25,2020-05-30,161.62180531931628
41,1 wk ahead cum death,quantile,0.65,2020-05-25,2020-05-30,162.46663480389694
41,1 wk ahead cum death,quantile,0.7,2020-05-25,2020-05-30,163.35695782756284
41,1 wk ahead cum death,quantile,0.75,2020-05-25,2020-05-30,164.3177563554219
41,1 wk ahead cum death,quantile,0.8,2020-05-25,2020-05-30,165.38765107855392
41,1 wk ahead cum death,quantile,0.85,2020-05-25,2020-05-30,166.63474404638072
41,1 wk ahead cum death,quantile,0.9,2020-05-25,2020-05-30,168.2038717642817
41,1 wk ahead cum death,quantile,0.95,2020-05-25,2020-05-30,170.52955541495447
41,1 wk ahead cum death,quantile,0.975,2020-05-25,2020-05-30,172.54673914345716
41,1 wk ahead cum death,quantile,0.99,2020-05-25,2020-05-30,174.89215116336754
46,1 wk ahead cum death,point,,2020-05-25,2020-05-30,60.0
46,1 wk ahead cum death,quantile,0.01,2020-05-25,2020-05-30,50.0
46,1 wk ahead cum death,quantile,0.025,2020-05-25,2020-05-30,50.0
46,1 wk ahead cum death,quantile,0.05,2020-05-25,2020-05-30,50.0
46,1 wk ahead cum death,quantile,0.1,2020-05-25,2020-05-30,50.0
46,1 wk ahead cum death,quantile,0.15,2020-05-25,2020-05-30,51.91076378931676
46,1 wk ahead cum death,quantile,0.2,2020-05-25,2020-05-30,53.43124890869921
46,1 wk ahead cum death,quantile,0.25,2020-05-25,2020-05-30,54.73568975456718
46,1 wk ahead cum death,quantile,0.3,2020-05-25,2020-05-30,55.907117949595786
46,1 wk ahead cum death,quantile,0.35,2020-05-25,2020-05-30,56.99262074998971
46,1 wk ahead cum death,quantile,0.4,2020-05-25,2020-05-30,58.02265675601327
46,1 wk ahead cum death,quantile,0.45,2020-05-25,2020-05-30,59.019228512350644
46,1 wk ahead cum death,quantile,0.5,2020-05-25,2020-05-30,60.0
46,1 wk ahead cum death,quantile,0.55,2020-05-25,2020-05-30,60.980771487649356
46,1 wk ahead cum death,quantile,0.6,2020-05-25,2020-05-30,61.977343243986724
46,1 wk ahead cum death,quantile,0.65,2020-05-25,2020-05-30,63.00737925001029
46,1 wk ahead cum death,quantile,0.7,2020-05-25,2020-05-30,64.09288205040421
46,1 wk ahead cum death,quantile,0.75,2020-05-25,2020-05-30,65.26431024543284
46,1 wk ahead cum death,quantile,0.8,2020-05-25,2020-05-30,66.5687510913008
46,1 wk ahead cum death,quantile,0.85,2020-05-25,2020-05-30,68.08923621068324
46,1 wk ahead cum death,quantile,0.9,2020-05-25,2020-05-30,70.00235368229932
46,1 wk ahead cum death,quantile,0.95,2020-05-25,2020-05-30,72.83788196645052
46,1 wk ahead cum death,quantile,0.975,2020-05-25,2020-05-30,75.29727987933701
46,1 wk ahead cum death,quantile,0.99,2020-05-25,2020-05-30,78.15686145592852
04,1 wk ahead cum death,point,,2020-05-25,2020-05-30,951.0
04,1 wk ahead cum death,quantile,0.01,2020-05-25,2020-05-30,814.2469997784616
04,1 wk ahead cum death,quantile,0.025,2020-05-25,2020-05-30,835.7846626023102
04,1 wk ahead cum death,quantile,0.05,2020-05-25,2020-05-30,854.3082408177513
04,1 wk ahead cum death,quantile,0.1,2020-05-25,2020-05-30,875.6647401781677
04,1 wk ahead cum death,quantile,0.15,2020-05-25,2020-05-30,890.0738689064325
04,1 wk ahead cum death,quantile,0.2,2020-05-25,2020-05-30,901.5257876409813
04,1 wk ahead cum death,quantile,0.25,2020-05-25,2020-05-30,911.3505142170446
04,1 wk ahead cum death,quantile,0.3,2020-05-25,2020-05-30,920.1734223282899
04,1 wk ahead cum death,quantile,0.35,2020-05-25,2020-05-30,928.3491615695168
04,1 wk ahead cum death,quantile,0.4,2020-05-25,2020-05-30,936.1071386021573
04,1 wk ahead cum death,quantile,0.45,2020-05-25,2020-05-30,943.6130711635741
04,1 wk ahead cum death,quantile,0.5,2020-05-25,2020-05-30,951.0
04,1 wk ahead cum death,quantile,0.55,2020-05-25,2020-05-30,958.3869288364259
04,1 wk ahead cum death,quantile,0.6,2020-05-25,2020-05-30,965.8928613978427
04,1 wk ahead cum death,quantile,0.65,2020-05-25,2020-05-30,973.6508384304832
04,1 wk ahead cum death,quantile,0.7,2020-05-25,2020-05-30,981.8265776717101
04,1 wk ahead cum death,quantile,0.75,2020-05-25,2020-05-30,990.649485782955
04,1 wk ahead cum death,quantile,0.8,2020-05-25,2020-05-30,1000.4742123590186
04,1 wk ahead cum death,quantile,0.85,2020-05-25,2020-05-30,1011.9261310935674
04,1 wk ahead cum death,quantile,0.9,2020-05-25,2020-05-30,1026.3352598218319
04,1 wk ahead cum death,quantile,0.95,2020-05-25,2020-05-30,1047.6917591822487
04,1 wk ahead cum death,quantile,0.975,2020-05-25,2020-05-30,1066.2153373976896
04,1 wk ahead cum death,quantile,0.99,2020-05-25,2020-05-30,1087.7530002215383
21,1 wk ahead cum death,point,,2020-05-25,2020-05-30,440.0
21,1 wk ahead cum death,quantile,0.01,2020-05-25,2020-05-30,399.0
21,1 wk ahead cum death,quantile,0.025,2020-05-25,2020-05-30,399.0
21,1 wk ahead cum death,quantile,0.05,2020-05-25,2020-05-30,399.0
21,1 wk ahead cum death,quantile,0.1,2020-05-25,2020-05-30,403.3079151769146
21,1 wk ahead cum death,quantile,0.15,2020-05-25,2020-05-30,410.3258902230567
