forecast_date,location,target,target_end_date,type,quantile,value
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.01,40
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.025,50
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.05,57
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.1,68
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.15,74
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.2,78
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.25,82
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.3,86
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.35,90
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.4,92
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.45,95
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.5,99
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.55,102
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.6,106
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.65,110
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.7,114
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.75,118
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.8,122
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.85,127
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.9,133
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.95,145
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.975,154
2023-12-25,01,0 day ahead inc hosp,2023-12-25,quantile,0.99,166
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.01,48
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.025,56
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.05,62
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.1,69
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.15,73
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.2,77
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.25,82
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.3,86
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.35,89
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.4,92
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.45,94
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.5,97
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.55,101
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.6,103
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.65,106
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.7,109
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.75,113
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.8,117
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.85,122
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.9,129
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.95,138
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.975,148
2023-12-25,01,1 day ahead inc hosp,2023-12-26,quantile,0.99,159
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.01,55
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.025,59
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.05,64
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.1,72
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.15,76
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.2,80
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.25,83
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.3,87
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.35,90
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.4,92
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.45,95
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.5,97
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.55,100
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.6,103
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.65,105
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.7,108
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.75,111
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.8,115
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.85,120
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.9,125
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.95,133
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.975,142
2023-12-25,01,2 day ahead inc hosp,2023-12-27,quantile,0.99,152
2023-12-25,01,3 day ahead inc hosp,2023-12-28,quantile,0.01,48
2023-12-25,01,3 day ahead inc hosp,2023-12-28,quantile,0.025,55
2023-12-25,01,3 day ahead inc hosp,2023-12-28,quantile,0.05,62
2023-12-25,01,3 day ahead inc hosp,2023-12-28,quantile,0.1,70
2023-12-25,01,3 day ahead inc hosp,2023-12-28,quantile,0.15,75
2023-12-25,01,3 day ahead inc hosp,2023-12-28,quantile,0.2,80
