location,target,type,quantile,forecast_date,target_end_date,value
01,1 wk ahead cum death,point,,2020-04-16,2020-04-25,182.37549841716304
02,1 wk ahead cum death,point,,2020-04-16,2020-04-25,10.632806235145
04,1 wk ahead cum death,point,,2020-04-16,2020-04-25,203.682604805274
05,1 wk ahead cum death,point,,2020-04-16,2020-04-25,44.9815104981858
06,1 wk ahead cum death,point,,2020-04-16,2020-04-25,1443.74909118708
08,1 wk ahead cum death,point,,2020-04-16,2020-04-25,543.945918583879
09,1 wk ahead cum death,point,,2020-04-16,2020-04-25,1317.27944187485
10,1 wk ahead cum death,point,,2020-04-16,2020-04-25,64.1500932690843
11,1 wk ahead cum death,point,,2020-04-16,2020-04-25,108.75822979690001
12,1 wk ahead cum death,point,,2020-04-16,2020-04-25,955.385776568823
13,1 wk ahead cum death,point,,2020-04-16,2020-04-25,814.5899734076379
15,1 wk ahead cum death,point,,2020-04-16,2020-04-25,11.2860815512616
16,1 wk ahead cum death,point,,2020-04-16,2020-04-25,42.680815138999705
17,1 wk ahead cum death,point,,2020-04-16,2020-04-25,1590.13340260556
18,1 wk ahead cum death,point,,2020-04-16,2020-04-25,640.323681737834
19,1 wk ahead cum death,point,,2020-04-16,2020-04-25,93.4600707921109
20,1 wk ahead cum death,point,,2020-04-16,2020-04-25,91.32828770505009
21,1 wk ahead cum death,point,,2020-04-16,2020-04-25,188.914034384412
22,1 wk ahead cum death,point,,2020-04-16,2020-04-25,1255.32029235258
23,1 wk ahead cum death,point,,2020-04-16,2020-04-25,30.215131667947396
24,1 wk ahead cum death,point,,2020-04-16,2020-04-25,532.73008379225
25,1 wk ahead cum death,point,,2020-04-16,2020-04-25,1978.1042719498105
26,1 wk ahead cum death,point,,2020-04-16,2020-04-25,2635.75699309292
27,1 wk ahead cum death,point,,2020-04-16,2020-04-25,147.277932023861
28,1 wk ahead cum death,point,,2020-04-16,2020-04-25,166.12610390202698
29,1 wk ahead cum death,point,,2020-04-16,2020-04-25,194.259613978984
30,1 wk ahead cum death,point,,2020-04-16,2020-04-25,7.95610337327246
31,1 wk ahead cum death,point,,2020-04-16,2020-04-25,32.234116326146804
32,1 wk ahead cum death,point,,2020-04-16,2020-04-25,186.68585744223202
33,1 wk ahead cum death,point,,2020-04-16,2020-04-25,47.4714251095034
34,1 wk ahead cum death,point,,2020-04-16,2020-04-25,5292.75940268275
35,1 wk ahead cum death,point,,2020-04-16,2020-04-25,54.4710808777135
36,1 wk ahead cum death,point,,2020-04-16,2020-04-25,18442.3695006779
37,1 wk ahead cum death,point,,2020-04-16,2020-04-25,206.38891129044498
38,1 wk ahead cum death,point,,2020-04-16,2020-04-25,11.2196311673353
39,1 wk ahead cum death,point,,2020-04-16,2020-04-25,574.4349211097281
40,1 wk ahead cum death,point,,2020-04-16,2020-04-25,163.33000890554501
41,1 wk ahead cum death,point,,2020-04-16,2020-04-25,86.61701731701721
42,1 wk ahead cum death,point,,2020-04-16,2020-04-25,1319.08585039926
72,1 wk ahead cum death,point,,2020-04-16,2020-04-25,73.4246637898371
44,1 wk ahead cum death,point,,2020-04-16,2020-04-25,146.70449860518102
45,1 wk ahead cum death,point,,2020-04-16,2020-04-25,145.911824655897
46,1 wk ahead cum death,point,,2020-04-16,2020-04-25,23.822565073501
47,1 wk ahead cum death,point,,2020-04-16,2020-04-25,172.80996721711603
48,1 wk ahead cum death,point,,2020-04-16,2020-04-25,573.604057731736
49,1 wk ahead cum death,point,,2020-04-16,2020-04-25,25.4766114090493
50,1 wk ahead cum death,point,,2020-04-16,2020-04-25,33.011078918363296
51,1 wk ahead cum death,point,,2020-04-16,2020-04-25,317.38141542123697
78,1 wk ahead cum death,point,,2020-04-16,2020-04-25,1.15286342967386
53,1 wk ahead cum death,point,,2020-04-16,2020-04-25,664.253018946435
54,1 wk ahead cum death,point,,2020-04-16,2020-04-25,11.802515262350699
55,1 wk ahead cum death,point,,2020-04-16,2020-04-25,255.4902849318
56,1 wk ahead cum death,point,,2020-04-16,2020-04-25,1.21159204948074
01,2 wk ahead cum death,point,,2020-04-16,2020-05-02,218.668576204915
02,2 wk ahead cum death,point,,2020-04-16,2020-05-02,11.5825714031192
04,2 wk ahead cum death,point,,2020-04-16,2020-05-02,240.08589346724887
05,2 wk ahead cum death,point,,2020-04-16,2020-05-02,54.8849249047542
06,2 wk ahead cum death,point,,2020-04-16,2020-05-02,1785.17122312698
08,2 wk ahead cum death,point,,2020-04-16,2020-05-02,698.4203536005673
09,2 wk ahead cum death,point,,2020-04-16,2020-05-02,1563.5056610444299
10,2 wk ahead cum death,point,,2020-04-16,2020-05-02,74.9421291047521
11,2 wk ahead cum death,point,,2020-04-16,2020-05-02,129.124874010371
12,2 wk ahead cum death,point,,2020-04-16,2020-05-02,1170.76811100537
13,2 wk ahead cum death,point,,2020-04-16,2020-05-02,949.258780177811
15,2 wk ahead cum death,point,,2020-04-16,2020-05-02,13.1089030020096
16,2 wk ahead cum death,point,,2020-04-16,2020-05-02,44.268373951434796
17,2 wk ahead cum death,point,,2020-04-16,2020-05-02,1984.65280000888
18,2 wk ahead cum death,point,,2020-04-16,2020-05-02,743.1069728261749
19,2 wk ahead cum death,point,,2020-04-16,2020-05-02,120.5616423976
20,2 wk ahead cum death,point,,2020-04-16,2020-05-02,102.135843765205
21,2 wk ahead cum death,point,,2020-04-16,2020-05-02,229.68974521405
22,2 wk ahead cum death,point,,2020-04-16,2020-05-02,1330.44937091591
23,2 wk ahead cum death,point,,2020-04-16,2020-05-02,35.060407545310305
24,2 wk ahead cum death,point,,2020-04-16,2020-05-02,652.2529000114309
25,2 wk ahead cum death,point,,2020-04-16,2020-05-02,2499.42551349184
26,2 wk ahead cum death,point,,2020-04-16,2020-05-02,2995.16805777218
27,2 wk ahead cum death,point,,2020-04-16,2020-05-02,192.654300111449
28,2 wk ahead cum death,point,,2020-04-16,2020-05-02,191.18472100865003
29,2 wk ahead cum death,point,,2020-04-16,2020-05-02,215.79819619634398
30,2 wk ahead cum death,point,,2020-04-16,2020-05-02,8.46275250606993
31,2 wk ahead cum death,point,,2020-04-16,2020-05-02,40.082546258994704
32,2 wk ahead cum death,point,,2020-04-16,2020-05-02,213.669712958101
33,2 wk ahead cum death,point,,2020-04-16,2020-05-02,58.7972521666754
34,2 wk ahead cum death,point,,2020-04-16,2020-05-02,6582.619406061949
35,2 wk ahead cum death,point,,2020-04-16,2020-05-02,65.66010998820799
36,2 wk ahead cum death,point,,2020-04-16,2020-05-02,21699.7021882256
37,2 wk ahead cum death,point,,2020-04-16,2020-05-02,249.221892387831
38,2 wk ahead cum death,point,,2020-04-16,2020-05-02,13.1234348417655
39,2 wk ahead cum death,point,,2020-04-16,2020-05-02,722.706152302834
40,2 wk ahead cum death,point,,2020-04-16,2020-05-02,184.308647252858
41,2 wk ahead cum death,point,,2020-04-16,2020-05-02,106.597160249853
42,2 wk ahead cum death,point,,2020-04-16,2020-05-02,1593.70621385372
72,2 wk ahead cum death,point,,2020-04-16,2020-05-02,85.3204645499909
44,2 wk ahead cum death,point,,2020-04-16,2020-05-02,191.95598045113
45,2 wk ahead cum death,point,,2020-04-16,2020-05-02,165.414843707198
46,2 wk ahead cum death,point,,2020-04-16,2020-05-02,48.4943470289556
47,2 wk ahead cum death,point,,2020-04-16,2020-05-02,195.71629624325686
48,2 wk ahead cum death,point,,2020-04-16,2020-05-02,672.295723368013
49,2 wk ahead cum death,point,,2020-04-16,2020-05-02,28.717980333015298
