forecast_date,target,target_end_date,quantile,type,value,location
2022-03-28,1 wk ahead cum death,2022-04-02,0.01,quantile,973011.5044019485,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.025,quantile,973608.4264966153,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.05,quantile,974244.3185376041,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.1,quantile,974977.4613358648,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.15,quantile,975472.1093012478,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.2,quantile,975865.2398234752,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.25,quantile,976202.5108065404,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.3,quantile,976505.3905731309,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.35,quantile,976786.0538149854,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.4,quantile,977052.3757853872,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.45,quantile,977310.0453738704,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.5,quantile,977563.6297083765,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.55,quantile,977930.9656426747,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.6,quantile,978304.2193738646,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.65,quantile,978690.0067294298,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.7,quantile,979096.5684926818,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.75,quantile,979535.3125588616,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.8,quantile,980023.8748823875,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.85,quantile,980593.3539393839,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.9,quantile,981309.8886293791,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.95,quantile,982371.900978438,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.975,quantile,983293.0383091195,US
2022-03-28,1 wk ahead cum death,2022-04-02,0.99,quantile,984364.0595239159,US
2022-03-28,1 wk ahead cum death,2022-04-02,NA,point,977563.6297083765,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.01,quantile,1005.5044019486352,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.025,quantile,1602.426496615247,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.05,quantile,2238.318537603958,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.1,quantile,2971.461335864653,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.15,quantile,3466.109301247903,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.2,quantile,3859.239823474904,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.25,quantile,4196.510806540221,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.3,quantile,4499.390573130818,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.35,quantile,4780.053814985541,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.4,quantile,5046.375785387409,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.45,quantile,5304.045373870274,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.5,quantile,5557.629708376324,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.55,quantile,5924.9656426748215,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.6,quantile,6298.21937386461,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.65,quantile,6684.006729429573,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.7,quantile,7090.568492681913,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.75,quantile,7529.312558861665,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.8,quantile,8017.874882387674,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.85,quantile,8587.35393938387,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.9,quantile,9303.888629378986,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.95,quantile,10365.900978437903,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.975,quantile,11287.038309119485,US
2022-03-28,1 wk ahead inc death,2022-04-02,0.99,quantile,12358.059523916021,US
2022-03-28,1 wk ahead inc death,2022-04-02,NA,point,5557.629708376324,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.01,quantile,973568.5436331759,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.025,quantile,974644.2038776882,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.05,quantile,975897.1007767855,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.1,quantile,977341.6106610545,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.15,quantile,978316.214622145,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.2,quantile,979090.7989548452,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.25,quantile,979755.3233420055,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.3,quantile,980352.0867796649,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.35,quantile,980905.0770401867,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.4,quantile,981429.8107203867,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.45,quantile,981937.4966286741,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.5,quantile,982437.1333686907,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.55,quantile,983189.7224524772,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.6,quantile,983954.4357771148,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.65,quantile,984744.8276918497,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.7,quantile,985577.7817165987,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.75,quantile,986476.6700745091,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.8,quantile,987477.6248875398,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.85,quantile,988644.3599703977,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.9,quantile,990112.3791198849,US
2022-03-28,2 wk ahead cum death,2022-04-09,0.95,quantile,992288.2046412152,US
