forecast_date,target,target_end_date,quantile,type,value,location
2021-02-22,1 wk ahead cum death,2021-02-27,0.025,quantile,496617.9964587302,US
2021-02-22,1 wk ahead cum death,2021-02-27,0.25,quantile,499390.8728907371,US
2021-02-22,1 wk ahead cum death,2021-02-27,0.75,quantile,503083.32292719185,US
2021-02-22,1 wk ahead cum death,2021-02-27,0.975,quantile,507347.66535441397,US
2021-02-22,1 wk ahead cum death,2021-02-27,NA,point,500845.80954785406,US
2021-02-22,1 wk ahead inc death,2021-02-27,0.025,quantile,10087.996458730218,US
2021-02-22,1 wk ahead inc death,2021-02-27,0.25,quantile,12860.872890737082,US
2021-02-22,1 wk ahead inc death,2021-02-27,0.75,quantile,16553.322927191773,US
2021-02-22,1 wk ahead inc death,2021-02-27,0.975,quantile,20817.66535441396,US
2021-02-22,1 wk ahead inc death,2021-02-27,NA,point,14315.809547854182,US
2021-02-22,2 wk ahead cum death,2021-03-06,0.025,quantile,505080.8219984909,US
2021-02-22,2 wk ahead cum death,2021-03-06,0.25,quantile,510864.5753129414,US
2021-02-22,2 wk ahead cum death,2021-03-06,0.75,quantile,518937.32770557614,US
2021-02-22,2 wk ahead cum death,2021-03-06,0.975,quantile,528538.9485525808,US
2021-02-22,2 wk ahead cum death,2021-03-06,NA,point,513899.32818392536,US
2021-02-22,2 wk ahead inc death,2021-03-06,0.025,quantile,8462.825539760546,US
2021-02-22,2 wk ahead inc death,2021-03-06,0.25,quantile,11473.70242220436,US
2021-02-22,2 wk ahead inc death,2021-03-06,0.75,quantile,15854.004778384307,US
2021-02-22,2 wk ahead inc death,2021-03-06,0.975,quantile,21191.283198166817,US
2021-02-22,2 wk ahead inc death,2021-03-06,NA,point,13053.51863607129,US
2021-02-22,3 wk ahead cum death,2021-03-13,0.025,quantile,512276.5258353114,US
2021-02-22,3 wk ahead cum death,2021-03-13,0.25,quantile,521208.9732566136,US
2021-02-22,3 wk ahead cum death,2021-03-13,0.75,quantile,534373.9955603802,US
2021-02-22,3 wk ahead cum death,2021-03-13,0.975,quantile,550531.9738248888,US
2021-02-22,3 wk ahead cum death,2021-03-13,NA,point,525895.8554562714,US
2021-02-22,3 wk ahead inc death,2021-03-13,0.025,quantile,7195.70383682071,US
2021-02-22,3 wk ahead inc death,2021-03-13,0.25,quantile,10344.397943672077,US
2021-02-22,3 wk ahead inc death,2021-03-13,0.75,quantile,15436.667854803907,US
2021-02-22,3 wk ahead inc death,2021-03-13,0.975,quantile,21993.02527230817,US
2021-02-22,3 wk ahead inc death,2021-03-13,NA,point,11996.527272345771,US
2021-02-22,4 wk ahead cum death,2021-03-20,0.025,quantile,518485.45902785764,US
2021-02-22,4 wk ahead cum death,2021-03-20,0.25,quantile,530632.9555465849,US
2021-02-22,4 wk ahead cum death,2021-03-20,0.75,quantile,549732.747839964,US
2021-02-22,4 wk ahead cum death,2021-03-20,0.975,quantile,573986.3988539946,US
2021-02-22,4 wk ahead cum death,2021-03-20,NA,point,537006.7837393209,US
2021-02-22,4 wk ahead inc death,2021-03-20,0.025,quantile,6208.9331925462075,US
2021-02-22,4 wk ahead inc death,2021-03-20,0.25,quantile,9423.982289971362,US
2021-02-22,4 wk ahead inc death,2021-03-20,0.75,quantile,15358.752279583869,US
2021-02-22,4 wk ahead inc death,2021-03-20,0.975,quantile,23454.425029105587,US
2021-02-22,4 wk ahead inc death,2021-03-20,NA,point,11110.928283049605,US
2021-02-22,5 wk ahead cum death,2021-03-27,0.025,quantile,523925.69457369595,US
2021-02-22,5 wk ahead cum death,2021-03-27,0.25,quantile,539306.3841890508,US
2021-02-22,5 wk ahead cum death,2021-03-27,0.75,quantile,565525.6174613201,US
2021-02-22,5 wk ahead cum death,2021-03-27,0.975,quantile,600114.5905459373,US
2021-02-22,5 wk ahead cum death,2021-03-27,NA,point,547376.678586167,US
2021-02-22,5 wk ahead inc death,2021-03-27,0.025,quantile,5440.235545838154,US
2021-02-22,5 wk ahead inc death,2021-03-27,0.25,quantile,8673.428642465904,US
2021-02-22,5 wk ahead inc death,2021-03-27,0.75,quantile,15792.869621356338,US
2021-02-22,5 wk ahead inc death,2021-03-27,0.975,quantile,26128.191691942735,US
2021-02-22,5 wk ahead inc death,2021-03-27,NA,point,10369.894846845978,US
2021-02-22,6 wk ahead cum death,2021-04-03,0.025,quantile,528767.990310901,US
2021-02-22,6 wk ahead cum death,2021-04-03,0.25,quantile,547368.8484269766,US
2021-02-22,6 wk ahead cum death,2021-04-03,0.75,quantile,582670.5647167857,US
2021-02-22,6 wk ahead cum death,2021-04-03,0.975,quantile,631349.1284439709,US
2021-02-22,6 wk ahead cum death,2021-04-03,NA,point,557128.7749835758,US
2021-02-22,6 wk ahead inc death,2021-04-03,0.025,quantile,4842.29573720511,US
2021-02-22,6 wk ahead inc death,2021-04-03,0.25,quantile,8062.464237925726,US
2021-02-22,6 wk ahead inc death,2021-04-03,0.75,quantile,17144.947255465526,US
2021-02-22,6 wk ahead inc death,2021-04-03,0.975,quantile,31234.53789803375,US
2021-02-22,6 wk ahead inc death,2021-04-03,NA,point,9752.096397409066,US
2021-02-22,7 wk ahead cum death,2021-04-10,0.025,quantile,533147.4064498313,US
2021-02-22,7 wk ahead cum death,2021-04-10,0.25,quantile,554936.5046405189,US
2021-02-22,7 wk ahead cum death,2021-04-10,0.75,quantile,602993.6263303407,US
2021-02-22,7 wk ahead cum death,2021-04-10,0.975,quantile,672793.7114019931,US
2021-02-22,7 wk ahead cum death,2021-04-10,NA,point,566369.310414778,US
2021-02-22,7 wk ahead inc death,2021-04-10,0.025,quantile,4379.416138930375,US
2021-02-22,7 wk ahead inc death,2021-04-10,0.25,quantile,7567.656213542319,US
2021-02-22,7 wk ahead inc death,2021-04-10,0.75,quantile,20323.06161355511,US
2021-02-22,7 wk ahead inc death,2021-04-10,0.975,quantile,41444.582958021965,US
2021-02-22,7 wk ahead inc death,2021-04-10,NA,point,9240.535431202017,US
2021-02-22,8 wk ahead cum death,2021-04-17,0.025,quantile,537171.998554967,US
2021-02-22,8 wk ahead cum death,2021-04-17,0.25,quantile,562107.337398199,US
2021-02-22,8 wk ahead cum death,2021-04-17,0.75,quantile,630325.420643982,US
2021-02-22,8 wk ahead cum death,2021-04-17,0.975,quantile,735402.8313892633,US
2021-02-22,8 wk ahead cum death,2021-04-17,NA,point,575190.9851662302,US
2021-02-22,8 wk ahead inc death,2021-04-17,0.025,quantile,4024.5921051354544,US
2021-02-22,8 wk ahead inc death,2021-04-17,0.25,quantile,7170.832757680044,US
2021-02-22,8 wk ahead inc death,2021-04-17,0.75,quantile,27331.794313641025,US
2021-02-22,8 wk ahead inc death,2021-04-17,0.975,quantile,62609.11998727053,US
2021-02-22,8 wk ahead inc death,2021-04-17,NA,point,8821.674751452594,US
2021-02-22,1 wk ahead inc death,2021-02-27,0.025,quantile,195.9544789509896,01
2021-02-22,1 wk ahead inc death,2021-02-27,0.25,quantile,287.3038400414823,01
2021-02-22,1 wk ahead inc death,2021-02-27,0.75,quantile,417.8973813646974,01
2021-02-22,1 wk ahead inc death,2021-02-27,0.975,quantile,575.4384108874876,01
2021-02-22,1 wk ahead inc death,2021-02-27,NA,point,335.23512631181654,01
2021-02-22,2 wk ahead inc death,2021-03-06,0.025,quantile,118.1909819140352,01
2021-02-22,2 wk ahead inc death,2021-03-06,0.25,quantile,203.73445668285035,01
2021-02-22,2 wk ahead inc death,2021-03-06,0.75,quantile,343.6813649529705,01
2021-02-22,2 wk ahead inc death,2021-03-06,0.975,quantile,524.8543013599937,01
2021-02-22,2 wk ahead inc death,2021-03-06,NA,point,248.61937682631398,01
2021-02-22,3 wk ahead inc death,2021-03-13,0.025,quantile,70.96044917322548,01
2021-02-22,3 wk ahead inc death,2021-03-13,0.25,quantile,145.35025402471106,01
2021-02-22,3 wk ahead inc death,2021-03-13,0.75,quantile,286.41112840364445,01
2021-02-22,3 wk ahead inc death,2021-03-13,0.975,quantile,480.86077586114413,01
2021-02-22,3 wk ahead inc death,2021-03-13,NA,point,184.38280980141417,01
2021-02-22,4 wk ahead inc death,2021-03-20,0.025,quantile,42.51579005228773,01
2021-02-22,4 wk ahead inc death,2021-03-20,0.25,quantile,104.31632042552957,01
2021-02-22,4 wk ahead inc death,2021-03-20,0.75,quantile,241.6020096088945,01
2021-02-22,4 wk ahead inc death,2021-03-20,0.975,quantile,441.44603271241294,01
2021-02-22,4 wk ahead inc death,2021-03-20,NA,point,136.7432457769169,01
2021-02-22,5 wk ahead inc death,2021-03-27,0.025,quantile,25.445220066803437,01
2021-02-22,5 wk ahead inc death,2021-03-27,0.25,quantile,75.26950958487592,01
2021-02-22,5 wk ahead inc death,2021-03-27,0.75,quantile,206.12825841627273,01
2021-02-22,5 wk ahead inc death,2021-03-27,0.975,quantile,405.6998025803833,01
2021-02-22,5 wk ahead inc death,2021-03-27,NA,point,101.41246510857133,01
2021-02-22,6 wk ahead inc death,2021-04-03,0.025,quantile,15.218723715467496,01
2021-02-22,6 wk ahead inc death,2021-04-03,0.25,quantile,54.56506468638621,01
2021-02-22,6 wk ahead inc death,2021-04-03,0.75,quantile,177.72027350266637,01
2021-02-22,6 wk ahead inc death,2021-04-03,0.975,quantile,373.08805175822044,01
2021-02-22,6 wk ahead inc death,2021-04-03,NA,point,75.21020889159907,01
2021-02-22,7 wk ahead inc death,2021-04-10,0.025,quantile,9.098462437853817,01
2021-02-22,7 wk ahead inc death,2021-04-10,0.25,quantile,39.71389928871602,01
2021-02-22,7 wk ahead inc death,2021-04-10,0.75,quantile,154.70347018418616,01
2021-02-22,7 wk ahead inc death,2021-04-10,0.975,quantile,343.23975344629815,01
2021-02-22,7 wk ahead inc death,2021-04-10,NA,point,55.777911674487804,01
2021-02-22,8 wk ahead inc death,2021-04-17,0.025,quantile,5.437933624193717,01
2021-02-22,8 wk ahead inc death,2021-04-17,0.25,quantile,29.00217117720829,01
2021-02-22,8 wk ahead inc death,2021-04-17,0.75,quantile,135.8320237936943,01
2021-02-22,8 wk ahead inc death,2021-04-17,0.975,quantile,315.8683891301432,01
2021-02-22,8 wk ahead inc death,2021-04-17,NA,point,41.36639794806471,01
2021-02-22,1 wk ahead cum death,2021-02-27,0.025,quantile,9785.95447895099,01
2021-02-22,1 wk ahead cum death,2021-02-27,0.25,quantile,9877.303840041483,01
2021-02-22,1 wk ahead cum death,2021-02-27,0.75,quantile,10007.897381364697,01
2021-02-22,1 wk ahead cum death,2021-02-27,0.975,quantile,10165.438410887487,01
2021-02-22,1 wk ahead cum death,2021-02-27,NA,point,9925.235126311816,01
2021-02-22,2 wk ahead cum death,2021-03-06,0.025,quantile,9904.145460865026,01
2021-02-22,2 wk ahead cum death,2021-03-06,0.25,quantile,10081.038296724333,01
2021-02-22,2 wk ahead cum death,2021-03-06,0.75,quantile,10351.578746317668,01
2021-02-22,2 wk ahead cum death,2021-03-06,0.975,quantile,10690.292712247481,01
2021-02-22,2 wk ahead cum death,2021-03-06,NA,point,10173.85450313813,01
2021-02-22,3 wk ahead cum death,2021-03-13,0.025,quantile,9975.10591003825,01
2021-02-22,3 wk ahead cum death,2021-03-13,0.25,quantile,10226.388550749043,01
2021-02-22,3 wk ahead cum death,2021-03-13,0.75,quantile,10637.989874721312,01
2021-02-22,3 wk ahead cum death,2021-03-13,0.975,quantile,11171.153488108626,01
2021-02-22,3 wk ahead cum death,2021-03-13,NA,point,10358.237312939546,01
2021-02-22,4 wk ahead cum death,2021-03-20,0.025,quantile,10017.621700090538,01
2021-02-22,4 wk ahead cum death,2021-03-20,0.25,quantile,10330.704871174574,01
2021-02-22,4 wk ahead cum death,2021-03-20,0.75,quantile,10879.591884330206,01
2021-02-22,4 wk ahead cum death,2021-03-20,0.975,quantile,11612.599520821039,01
2021-02-22,4 wk ahead cum death,2021-03-20,NA,point,10494.980558716461,01
2021-02-22,5 wk ahead cum death,2021-03-27,0.025,quantile,10043.066920157342,01
2021-02-22,5 wk ahead cum death,2021-03-27,0.25,quantile,10405.97438075945,01
2021-02-22,5 wk ahead cum death,2021-03-27,0.75,quantile,11085.720142746479,01
2021-02-22,5 wk ahead cum death,2021-03-27,0.975,quantile,12018.299323401421,01
2021-02-22,5 wk ahead cum death,2021-03-27,NA,point,10596.393023825032,01
2021-02-22,6 wk ahead cum death,2021-04-03,0.025,quantile,10058.285643872809,01
2021-02-22,6 wk ahead cum death,2021-04-03,0.25,quantile,10460.539445445835,01
2021-02-22,6 wk ahead cum death,2021-04-03,0.75,quantile,11263.440416249146,01
2021-02-22,6 wk ahead cum death,2021-04-03,0.975,quantile,12391.387375159642,01
