forecast_date,target,target_end_date,quantile,type,value,location
2022-04-11,1 wk ahead cum death,2022-04-16,0.01,quantile,981615.6600451061,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.025,quantile,981987.948748314,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.05,quantile,982389.7403358732,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.1,quantile,982852.980304033,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.15,quantile,983165.5261113133,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.2,quantile,983413.9276110365,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.25,quantile,983627.0339797096,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.3,quantile,983818.4100851073,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.35,quantile,983995.7485675002,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.4,quantile,984164.0254453219,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.45,quantile,984326.8352720675,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.5,quantile,984487.06381052,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.55,quantile,984766.9816009353,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.6,quantile,985051.4088783759,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.65,quantile,985345.3870440187,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.7,quantile,985655.1957499217,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.75,quantile,985989.5280547568,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.8,quantile,986361.8229306783,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.85,quantile,986795.7780775563,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.9,quantile,987341.7927427482,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.95,quantile,988151.068727984,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.975,quantile,988852.9949546279,US
2022-04-11,1 wk ahead cum death,2022-04-16,0.99,quantile,989669.1358870576,US
2022-04-11,1 wk ahead cum death,2022-04-16,NA,point,984487.06381052,US
2022-04-11,1 wk ahead inc death,2022-04-16,0.01,quantile,816.660045105799,US
2022-04-11,1 wk ahead inc death,2022-04-16,0.025,quantile,1188.9487483142004,US
2022-04-11,1 wk ahead inc death,2022-04-16,0.05,quantile,1590.740335873165,US
