forecast_date,target,target_end_date,quantile,type,value,location
2021-02-08,1 wk ahead cum death,2021-02-13,0.025,quantile,476937.4662956364,US
2021-02-08,1 wk ahead cum death,2021-02-13,0.25,quantile,481147.49433375295,US
2021-02-08,1 wk ahead cum death,2021-02-13,0.75,quantile,486848.86420168966,US
2021-02-08,1 wk ahead cum death,2021-02-13,0.975,quantile,493504.7347301003,US
2021-02-08,1 wk ahead cum death,2021-02-13,NA,point,483356.50878872204,US
2021-02-08,1 wk ahead inc death,2021-02-13,0.025,quantile,14771.46629563648,US
2021-02-08,1 wk ahead inc death,2021-02-13,0.25,quantile,18981.494333752955,US
2021-02-08,1 wk ahead inc death,2021-02-13,0.75,quantile,24682.864201689787,US
2021-02-08,1 wk ahead inc death,2021-02-13,0.975,quantile,31338.73473010028,US
2021-02-08,1 wk ahead inc death,2021-02-13,NA,point,21190.50878872209,US
2021-02-08,2 wk ahead cum death,2021-02-20,0.025,quantile,490254.89170065976,US
2021-02-08,2 wk ahead cum death,2021-02-20,0.25,quantile,499517.3741344352,US
2021-02-08,2 wk ahead cum death,2021-02-20,0.75,quantile,512887.18149931246,US
2021-02-08,2 wk ahead cum death,2021-02-20,0.975,quantile,529105.4123056576,US
2021-02-08,2 wk ahead cum death,2021-02-20,NA,point,504377.4267041237,US
2021-02-08,2 wk ahead inc death,2021-02-20,0.025,quantile,13317.425405023281,US
2021-02-08,2 wk ahead inc death,2021-02-20,0.25,quantile,18369.879800682364,US
2021-02-08,2 wk ahead inc death,2021-02-20,0.75,quantile,26038.317297622874,US
2021-02-08,2 wk ahead inc death,2021-02-20,0.975,quantile,35600.6775755573,US
2021-02-08,2 wk ahead inc death,2021-02-20,NA,point,21020.917915401573,US
2021-02-08,3 wk ahead cum death,2021-02-27,0.025,quantile,502487.78643141285,US
2021-02-08,3 wk ahead cum death,2021-02-27,0.25,quantile,517504.98761486803,US
2021-02-08,3 wk ahead cum death,2021-02-27,0.75,quantile,540819.8918997027,US
2021-02-08,3 wk ahead cum death,2021-02-27,0.975,quantile,570237.1671518161,US
2021-02-08,3 wk ahead cum death,2021-02-27,NA,point,525384.5585315198,US
2021-02-08,3 wk ahead inc death,2021-02-27,0.025,quantile,12232.89473075312,US
2021-02-08,3 wk ahead inc death,2021-02-27,0.25,quantile,17987.613480432632,US
2021-02-08,3 wk ahead inc death,2021-02-27,0.75,quantile,27932.710400390046,US
2021-02-08,3 wk ahead inc death,2021-02-27,0.975,quantile,41131.75484615849,US
2021-02-08,3 wk ahead inc death,2021-02-27,NA,point,21007.13182739625,US
2021-02-08,4 wk ahead cum death,2021-03-06,0.025,quantile,513948.01126788714,US
2021-02-08,4 wk ahead cum death,2021-03-06,0.25,quantile,535321.0825704857,US
2021-02-08,4 wk ahead cum death,2021-03-06,0.75,quantile,571300.2433198146,US
2021-02-08,4 wk ahead cum death,2021-03-06,0.975,quantile,618497.6945875142,US
2021-02-08,4 wk ahead cum death,2021-03-06,NA,point,546535.597777289,US
2021-02-08,4 wk ahead inc death,2021-03-06,0.025,quantile,11460.22483647433,US
2021-02-08,4 wk ahead inc death,2021-03-06,0.25,quantile,17816.094955617606,US
2021-02-08,4 wk ahead inc death,2021-03-06,0.75,quantile,30480.35142011201,US
2021-02-08,4 wk ahead inc death,2021-03-06,0.975,quantile,48260.527435698095,US
