forecast_date,target,target_end_date,quantile,type,value,location
2022-04-25,1 wk ahead cum death,2022-04-30,0.01,quantile,987109.7736934554,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.025,quantile,987365.2474443463,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.05,quantile,987663.1267997815,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.1,quantile,988006.5626192457,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.15,quantile,988238.2771361736,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.2,quantile,988422.4364887278,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.25,quantile,988580.42881536,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.3,quantile,988722.3108076337,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.35,quantile,988853.7856181189,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.4,quantile,988978.5423563198,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.45,quantile,989099.245944327,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.5,quantile,989218.0358225487,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.55,quantile,989391.7140766248,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.6,quantile,989568.1902944617,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.65,quantile,989750.5924721501,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.7,quantile,989942.8168929679,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.75,quantile,990150.2572664397,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.8,quantile,990381.2519594023,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.85,quantile,990650.5044858154,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.9,quantile,990989.2856458491,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.95,quantile,991491.4103588703,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.975,quantile,991926.9286635602,US
2022-04-25,1 wk ahead cum death,2022-04-30,0.99,quantile,992433.3128130443,US
2022-04-25,1 wk ahead cum death,2022-04-30,NA,point,989218.0358225487,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.01,quantile,592.7736934552909,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.025,quantile,848.2474443460903,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.05,quantile,1146.1267997814748,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.1,quantile,1489.5626192460998,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.15,quantile,1721.277136173671,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.2,quantile,1905.4364887280362,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.25,quantile,2063.428815360002,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.3,quantile,2205.3108076336384,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.35,quantile,2336.7856181189213,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.4,quantile,2461.542356319704,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.45,quantile,2582.2459443269317,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.5,quantile,2701.035822548593,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.55,quantile,2874.7140766250236,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.6,quantile,3051.190294461853,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.65,quantile,3233.592472150351,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.7,quantile,3425.816892967627,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.75,quantile,3633.257266439426,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.8,quantile,3864.251959402328,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.85,quantile,4133.504485815441,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.9,quantile,4472.285645848704,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.95,quantile,4974.410358870324,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.975,quantile,5409.928663560331,US
2022-04-25,1 wk ahead inc death,2022-04-30,0.99,quantile,5916.312813044398,US
2022-04-25,1 wk ahead inc death,2022-04-30,NA,point,2701.035822548593,US
2022-04-25,2 wk ahead cum death,2022-05-07,0.01,quantile,987534.555503932,US
2022-04-25,2 wk ahead cum death,2022-05-07,0.025,quantile,987998.083307507,US
